"","dates","pos_mean","pos_lb","pos_ub","region"
"627",2021-04-19,7.29663790119678,4.78260869565217,9.84182776801406,"north_west"
"628",2021-04-20,8.67825255528177,5.625,11.2648221343874,"north_west"
"629",2021-04-21,10.0980221533966,6.90909090909091,13.3462282398453,"north_west"
"630",2021-04-22,11.6618006877459,8.39002267573696,15.4658264474847,"north_west"
"631",2021-04-23,14.1042404908656,10.1576182136602,17.8151260504202,"north_west"
"632",2021-04-24,16.3241510422336,12.0353982300885,20.1171875,"north_west"
"633",2021-04-25,17.0207136215838,13.5746606334842,21.8800648298217,"north_west"
"634",2021-04-26,19.1120675144676,15.2364273204904,22.9174440298507,"north_west"
"635",2021-04-27,21.6300734340387,17.84140969163,26.1437908496732,"north_west"
"636",2021-04-28,23.5621114913651,19.5035913304905,27.2610299751739,"north_west"
"637",2021-04-29,26.3852505236223,21.4285714285714,31.2796208530806,"north_west"
"638",2021-04-30,30.242646817732,26.0223048327138,34.765625,"north_west"
"639",2021-05-01,33.6532530996299,29.143897996357,37.521815008726,"north_west"
"640",2021-05-02,35.0851060326058,30.7755917408091,39.3939393939394,"north_west"
"641",2021-05-03,39.1113185422948,33.9449541284404,43.0727733093798,"north_west"
"642",2021-05-04,40.2622614251646,35.0498338870432,44.7565543071161,"north_west"
"643",2021-05-05,45.2659673209561,40.9871244635193,50.0711237553343,"north_west"
"644",2021-05-06,48.1970737677347,43.5590969455511,52.0057306590258,"north_west"
"645",2021-05-07,52.5230482230451,47.5073313782991,56.5384615384615,"north_west"
"646",2021-05-08,55.9099911025992,51.7557251908397,60.1781170483461,"north_west"
"647",2021-05-09,57.5473132424735,53.5971223021583,61.9565217391304,"north_west"
"648",2021-05-10,60.7117929160468,55.5408970976253,64.9560117302053,"north_west"
"649",2021-05-11,64.7407748141569,60.3877687199899,69.5278969957082,"north_west"
"650",2021-05-12,65.2150729876408,61.8107061382567,69.1044776119403,"north_west"
"651",2021-05-13,66.809741693633,63.4474327628362,70.5325443786982,"north_west"
"652",2021-05-14,71.6538189763503,67.9266895761741,75.6806521067751,"north_west"
"653",2021-05-15,73.6457348653336,69.8754246885617,76.5868886576483,"north_west"
"654",2021-05-16,76.1720945797767,73.5759317350919,79.002079002079,"north_west"
"655",2021-05-17,78.4848469143644,75.6756756756757,80.8917197452229,"north_west"
"656",2021-05-18,80.5947833703608,78.030303030303,83.2298136645963,"north_west"
"657",2021-05-19,82.0766150215973,79.6006944444444,84.9514563106796,"north_west"
"658",2021-05-20,82.9294084375562,80.841368658667,85.0553505535055,"north_west"
"659",2021-05-21,85.1027670804839,82.8550932568149,87.0813397129187,"north_west"
"660",2021-05-22,86.108006933978,83.960092095165,88.0703283934752,"north_west"
"661",2021-05-23,87.8323679008679,86.0194174757282,89.6875,"north_west"
"662",2021-05-24,89.3658929611395,87.4479889042996,90.8488063660477,"north_west"
"663",2021-05-25,90.2253689300591,88.8153540701522,91.8140144073346,"north_west"
"664",2021-05-26,90.9078433607982,89.5748987854251,92.1928817451205,"north_west"
"665",2021-05-27,91.6305389589794,90.3694730466384,92.8705440900563,"north_west"
"666",2021-05-28,92.6631155921751,91.5,93.7736870600975,"north_west"
"667",2021-05-29,93.593629409276,92.3201730665224,94.6094609460946,"north_west"
"668",2021-05-30,94.4774018340693,93.2352941176471,95.4713006845708,"north_west"
"669",2021-05-31,94.938242966109,93.921139101862,95.9026175536244,"north_west"
"670",2021-06-01,95.5517168021518,94.7079380928607,96.5610859728507,"north_west"
"671",2021-06-02,95.9160074717601,95.0920573715007,96.7495987158909,"north_west"
"672",2021-06-03,96.5054060769292,95.7053710137075,97.1527178602243,"north_west"
"673",2021-06-04,96.3883849700486,95.5861301576804,97.0802919708029,"north_west"
"674",2021-06-05,97.1426231844308,96.5116279069768,98.0240549828179,"north_west"
"675",2021-06-06,97.2529824242927,96.5075296379366,97.8994490358127,"north_west"
"676",2021-06-07,97.4613771908446,96.8590211833455,97.9534510433387,"north_west"
"677",2021-06-08,97.6525487258916,97.0828886517254,98.1723532696251,"north_west"
"678",2021-06-09,98.1497863830734,97.710431171862,98.6486486486486,"north_west"
"679",2021-06-10,98.1930134373111,97.7702074945804,98.5939421999232,"north_west"
"680",2021-06-11,98.4727863324726,98.0365605958023,98.8925423167653,"north_west"
"681",2021-06-12,98.6560685524885,98.2936454232284,99.0022607831509,"north_west"
"682",2021-06-13,98.7902078042859,98.3499896450035,99.1649269311065,"north_west"
"683",2021-06-14,98.7367250347,98.2869379014989,99.0471285088849,"north_west"
"684",2021-06-15,99.0425305713649,98.7166831194472,99.341021416804,"north_west"
"685",2021-06-16,99.0705488264351,98.7620547535413,99.3540810334703,"north_west"
"686",2021-06-17,99.1443976995582,98.8352272727273,99.3794642497964,"north_west"
"687",2021-06-18,99.2648132503063,99.0083438358576,99.5358090185676,"north_west"
"688",2021-06-19,99.3058057025233,99.0543985078737,99.5630802839978,"north_west"
"689",2021-06-20,99.388228548825,99.1093117408907,99.6262219666475,"north_west"
"690",2021-06-21,99.3532091265657,99.0698657433215,99.5555555555556,"north_west"
"691",2021-06-22,99.5963044559085,99.3441762854145,99.8025562921741,"north_west"
"692",2021-06-23,99.610634369285,99.4262765347103,99.7957992998833,"north_west"
"693",2021-06-24,99.574564353015,99.3481803367735,99.7615262321145,"north_west"
"694",2021-06-25,99.579683951572,99.3156309882288,99.7626314004747,"north_west"
"695",2021-06-26,99.6596503225555,99.4589028783196,99.8602961721151,"north_west"
"696",2021-06-27,99.6677397213025,99.5071887889418,99.8218527315914,"north_west"
