"date","nhs_region","variant","cases"
2021-09-23,"South West","Undetermined",7
2021-09-23,"South West","VOC-21APR-02",512
2021-09-23,"South West","VOC-21NOV-01",2
2021-09-23,"South West","VUI-21OCT-01",48
2021-09-24,"East of England","Undetermined",4
2021-09-24,"East of England","VOC-21APR-02",605
2021-09-24,"East of England","VOC-21NOV-01",2
2021-09-24,"East of England","VUI-21OCT-01",27
2021-09-24,"London","Undetermined",24
2021-09-24,"London","VOC-21APR-02",953
2021-09-24,"London","VOC-21NOV-01",7
2021-09-24,"London","VUI-21OCT-01",45
2021-09-24,"Midlands","Undetermined",8
2021-09-24,"Midlands","VOC-21APR-02",1407
2021-09-24,"Midlands","VOC-21NOV-01",5
2021-09-24,"Midlands","VUI-21OCT-01",95
2021-09-24,"North East and Yorkshire","Undetermined",24
2021-09-24,"North East and Yorkshire","VOC-21APR-02",859
2021-09-24,"North East and Yorkshire","VOC-21NOV-01",5
2021-09-24,"North East and Yorkshire","VUI-21OCT-01",32
2021-09-24,"North West","Undetermined",7
2021-09-24,"North West","VOC-21APR-02",860
2021-09-24,"North West","VOC-21NOV-01",4
2021-09-24,"North West","VUI-21OCT-01",42
2021-09-24,"South East","Undetermined",25
2021-09-24,"South East","VOC-21APR-02",1270
2021-09-24,"South East","VOC-21NOV-01",7
2021-09-24,"South East","VUI-21OCT-01",70
2021-09-24,"South West","Undetermined",13
2021-09-24,"South West","VOC-21APR-02",437
2021-09-24,"South West","VOC-21NOV-01",2
2021-09-24,"South West","VUI-21OCT-01",33
2021-09-25,"East of England","Undetermined",5
2021-09-25,"East of England","VOC-21APR-02",447
2021-09-25,"East of England","VOC-21NOV-01",1
2021-09-25,"East of England","VUI-21OCT-01",12
2021-09-25,"London","Undetermined",18
2021-09-25,"London","VOC-21APR-02",474
2021-09-25,"London","VOC-21NOV-01",3
2021-09-25,"London","VUI-21OCT-01",12
2021-09-25,"Midlands","Undetermined",13
2021-09-25,"Midlands","VOC-21APR-02",768
2021-09-25,"Midlands","VOC-21NOV-01",4
2021-09-25,"Midlands","VUI-21OCT-01",50
2021-09-25,"North East and Yorkshire","Undetermined",25
2021-09-25,"North East and Yorkshire","VOC-21APR-02",612
2021-09-25,"North East and Yorkshire","VOC-21NOV-01",1
2021-09-25,"North East and Yorkshire","VUI-21OCT-01",27
2021-09-25,"North West","Undetermined",4
2021-09-25,"North West","VOC-21APR-02",442
2021-09-25,"North West","VOC-21NOV-01",2
2021-09-25,"North West","VUI-21OCT-01",30
2021-09-25,"South East","Undetermined",9
2021-09-25,"South East","VOC-21APR-02",642
2021-09-25,"South East","VOC-21NOV-01",3
2021-09-25,"South East","VUI-21OCT-01",25
2021-09-25,"South West","Undetermined",8
2021-09-25,"South West","VOC-21APR-02",191
2021-09-25,"South West","VOC-21NOV-01",5
2021-09-25,"South West","VUI-21OCT-01",11
2021-09-26,"East of England","Undetermined",8
2021-09-26,"East of England","VOC-21APR-02",620
2021-09-26,"East of England","VOC-21NOV-01",3
2021-09-26,"East of England","VUI-21OCT-01",14
2021-09-26,"London","Undetermined",12
2021-09-26,"London","VOC-21APR-02",802
2021-09-26,"London","VOC-21NOV-01",4
2021-09-26,"London","VUI-21OCT-01",37
2021-09-26,"Midlands","Undetermined",25
2021-09-26,"Midlands","VOC-21APR-02",1509
2021-09-26,"Midlands","VOC-21NOV-01",4
2021-09-26,"Midlands","VUI-21OCT-01",82
2021-09-26,"North East and Yorkshire","Unclassified",1
2021-09-26,"North East and Yorkshire","Undetermined",27
2021-09-26,"North East and Yorkshire","VOC-21APR-02",319
2021-09-26,"North East and Yorkshire","VOC-21NOV-01",1
2021-09-26,"North East and Yorkshire","VUI-21OCT-01",6
2021-09-26,"North West","Undetermined",12
2021-09-26,"North West","VOC-21APR-02",1185
2021-09-26,"North West","VOC-21NOV-01",5
2021-09-26,"North West","VUI-21OCT-01",67
2021-09-26,"South East","Undetermined",10
2021-09-26,"South East","VOC-21APR-02",1334
2021-09-26,"South East","VOC-21NOV-01",9
2021-09-26,"South East","VUI-21OCT-01",116
2021-09-26,"South West","Undetermined",8
2021-09-26,"South West","VOC-21APR-02",345
2021-09-26,"South West","VOC-21NOV-01",5
2021-09-26,"South West","VUI-21OCT-01",40
2021-09-27,"East of England","Undetermined",16
2021-09-27,"East of England","VOC-21APR-02",1196
2021-09-27,"East of England","VOC-21NOV-01",1
2021-09-27,"East of England","VUI-21OCT-01",68
2021-09-27,"London","Undetermined",20
2021-09-27,"London","VOC-21APR-02",1439
2021-09-27,"London","VOC-21NOV-01",7
2021-09-27,"London","VUI-21OCT-01",72
2021-09-27,"London","VUI-22JAN-01",1
2021-09-27,"Midlands","Unclassified",3
2021-09-27,"Midlands","Undetermined",35
2021-09-27,"Midlands","VOC-21APR-02",1503
2021-09-27,"Midlands","VOC-21NOV-01",7
2021-09-27,"Midlands","VUI-21OCT-01",70
2021-09-27,"North East and Yorkshire","Undetermined",36
2021-09-27,"North East and Yorkshire","VOC-21APR-02",467
2021-09-27,"North East and Yorkshire","VOC-21NOV-01",2
2021-09-27,"North East and Yorkshire","VUI-21OCT-01",11
2021-09-27,"North West","Undetermined",10
2021-09-27,"North West","VOC-21APR-02",1059
2021-09-27,"North West","VOC-21NOV-01",8
2021-09-27,"North West","VUI-21OCT-01",47
2021-09-27,"North West","VUI-22JAN-01",1
2021-09-27,"South East","Undetermined",13
2021-09-27,"South East","VOC-21APR-02",1926
2021-09-27,"South East","VOC-21NOV-01",12
2021-09-27,"South East","VUI-21OCT-01",188
2021-09-27,"South West","Unclassified",1
2021-09-27,"South West","Undetermined",20
2021-09-27,"South West","VOC-21APR-02",324
2021-09-27,"South West","VOC-21NOV-01",4
2021-09-27,"South West","VUI-21OCT-01",34
2021-09-28,"East of England","Unclassified",1
2021-09-28,"East of England","Undetermined",20
2021-09-28,"East of England","VOC-21APR-02",852
2021-09-28,"East of England","VOC-21NOV-01",3
2021-09-28,"East of England","VUI-21OCT-01",31
2021-09-28,"London","Undetermined",44
2021-09-28,"London","VOC-21APR-02",912
2021-09-28,"London","VOC-21NOV-01",8
2021-09-28,"London","VUI-21OCT-01",55
2021-09-28,"Midlands","Unclassified",1
2021-09-28,"Midlands","Undetermined",33
2021-09-28,"Midlands","VOC-21APR-02",1209
2021-09-28,"Midlands","VOC-21NOV-01",8
2021-09-28,"Midlands","VUI-21OCT-01",71
2021-09-28,"Midlands","VUI-22JAN-01",1
2021-09-28,"North East and Yorkshire","Undetermined",33
2021-09-28,"North East and Yorkshire","VOC-21APR-02",589
2021-09-28,"North East and Yorkshire","VOC-21NOV-01",5
2021-09-28,"North East and Yorkshire","VUI-21OCT-01",19
2021-09-28,"North West","Undetermined",13
2021-09-28,"North West","VOC-21APR-02",579
2021-09-28,"North West","VOC-21NOV-01",5
2021-09-28,"North West","VUI-21OCT-01",24
2021-09-28,"South East","Undetermined",22
2021-09-28,"South East","VOC-21APR-02",1064
2021-09-28,"South East","VOC-21NOV-01",3
2021-09-28,"South East","VUI-21OCT-01",79
2021-09-28,"South East","VUI-22JAN-01",1
2021-09-28,"South West","Unclassified",1
2021-09-28,"South West","Undetermined",14
2021-09-28,"South West","VOC-21APR-02",402
2021-09-28,"South West","VOC-21NOV-01",7
2021-09-28,"South West","VUI-21OCT-01",31
2021-09-29,"East of England","Unclassified",1
2021-09-29,"East of England","Undetermined",21
2021-09-29,"East of England","VOC-21APR-02",697
2021-09-29,"East of England","VOC-21NOV-01",6
2021-09-29,"East of England","VUI-21OCT-01",30
2021-09-29,"London","Undetermined",19
2021-09-29,"London","VOC-21APR-02",759
2021-09-29,"London","VOC-21NOV-01",8
2021-09-29,"London","VUI-21OCT-01",26
2021-09-29,"Midlands","Unclassified",1
2021-09-29,"Midlands","Undetermined",25
2021-09-29,"Midlands","VOC-21APR-02",1404
2021-09-29,"Midlands","VOC-21NOV-01",5
2021-09-29,"Midlands","VUI-21OCT-01",94
2021-09-29,"North East and Yorkshire","Unclassified",1
2021-09-29,"North East and Yorkshire","Undetermined",28
2021-09-29,"North East and Yorkshire","VOC-21APR-02",2028
2021-09-29,"North East and Yorkshire","VOC-21NOV-01",2
2021-09-29,"North East and Yorkshire","VUI-21OCT-01",95
2021-09-29,"North West","Unclassified",2
2021-09-29,"North West","Undetermined",7
2021-09-29,"North West","VOC-21APR-02",986
2021-09-29,"North West","VOC-21NOV-01",3
2021-09-29,"North West","VUI-21OCT-01",50
2021-09-29,"South East","Undetermined",27
2021-09-29,"South East","VOC-21APR-02",1060
2021-09-29,"South East","VOC-21NOV-01",7
2021-09-29,"South East","VUI-21OCT-01",62
2021-09-29,"South West","Undetermined",16
2021-09-29,"South West","VOC-21APR-02",576
2021-09-29,"South West","VOC-21NOV-01",4
2021-09-29,"South West","VUI-21OCT-01",58
2021-09-30,"East of England","Undetermined",9
2021-09-30,"East of England","VOC-21APR-02",690
2021-09-30,"East of England","VOC-21NOV-01",5
2021-09-30,"East of England","VUI-21OCT-01",49
2021-09-30,"London","Unclassified",1
2021-09-30,"London","Undetermined",10
2021-09-30,"London","VOC-21APR-02",773
2021-09-30,"London","VOC-21NOV-01",7
2021-09-30,"London","VUI-21OCT-01",19
2021-09-30,"Midlands","Unclassified",2
2021-09-30,"Midlands","Undetermined",20
2021-09-30,"Midlands","VOC-21APR-02",1934
2021-09-30,"Midlands","VOC-21NOV-01",5
2021-09-30,"Midlands","VUI-21OCT-01",81
2021-09-30,"North East and Yorkshire","Unclassified",1
2021-09-30,"North East and Yorkshire","Undetermined",48
2021-09-30,"North East and Yorkshire","VOC-21APR-02",536
2021-09-30,"North East and Yorkshire","VOC-21NOV-01",9
2021-09-30,"North East and Yorkshire","VUI-21OCT-01",24
2021-09-30,"North West","Undetermined",2
2021-09-30,"North West","VOC-21APR-02",1044
2021-09-30,"North West","VOC-21NOV-01",7
2021-09-30,"North West","VUI-21OCT-01",34
2021-09-30,"North West","VUI-22JAN-01",1
2021-09-30,"South East","Unclassified",1
2021-09-30,"South East","Undetermined",44
2021-09-30,"South East","VOC-21APR-02",1191
2021-09-30,"South East","VOC-21NOV-01",10
2021-09-30,"South East","VUI-21OCT-01",69
2021-09-30,"South West","Undetermined",22
2021-09-30,"South West","VOC-21APR-02",595
2021-09-30,"South West","VOC-21NOV-01",3
2021-09-30,"South West","VUI-21OCT-01",65
2021-10-01,"East of England","Undetermined",2
2021-10-01,"East of England","VOC-21APR-02",510
2021-10-01,"East of England","VOC-21NOV-01",1
2021-10-01,"East of England","VUI-21OCT-01",15
2021-10-01,"London","Undetermined",9
2021-10-01,"London","VOC-21APR-02",732
2021-10-01,"London","VOC-21NOV-01",4
2021-10-01,"London","VUI-21OCT-01",25
2021-10-01,"Midlands","Unclassified",2
2021-10-01,"Midlands","Undetermined",34
2021-10-01,"Midlands","VOC-21APR-02",1472
2021-10-01,"Midlands","VOC-21NOV-01",10
2021-10-01,"Midlands","VUI-21OCT-01",74
2021-10-01,"North East and Yorkshire","Unclassified",1
2021-10-01,"North East and Yorkshire","Undetermined",31
2021-10-01,"North East and Yorkshire","VOC-21APR-02",524
2021-10-01,"North East and Yorkshire","VOC-21NOV-01",2
2021-10-01,"North East and Yorkshire","VUI-21OCT-01",13
2021-10-01,"North West","Undetermined",18
2021-10-01,"North West","VOC-21APR-02",1267
2021-10-01,"North West","VOC-21NOV-01",5
2021-10-01,"North West","VUI-21OCT-01",61
2021-10-01,"South East","Undetermined",27
2021-10-01,"South East","VOC-21APR-02",1113
2021-10-01,"South East","VOC-21NOV-01",5
2021-10-01,"South East","VUI-21OCT-01",28
2021-10-01,"South West","Undetermined",67
2021-10-01,"South West","VOC-21APR-02",260
2021-10-01,"South West","VOC-21NOV-01",2
2021-10-01,"South West","VUI-21OCT-01",10
2021-10-02,"East of England","Undetermined",30
2021-10-02,"East of England","VOC-21APR-02",527
2021-10-02,"East of England","VOC-21NOV-01",1
2021-10-02,"East of England","VUI-21OCT-01",28
2021-10-02,"London","Undetermined",24
2021-10-02,"London","VOC-21APR-02",668
2021-10-02,"London","VOC-21NOV-01",5
2021-10-02,"London","VUI-21OCT-01",13
2021-10-02,"Midlands","Undetermined",4
2021-10-02,"Midlands","VOC-21APR-02",772
2021-10-02,"Midlands","VOC-21NOV-01",3
2021-10-02,"Midlands","VUI-21OCT-01",61
2021-10-02,"North East and Yorkshire","Undetermined",22
2021-10-02,"North East and Yorkshire","VOC-21APR-02",564
2021-10-02,"North East and Yorkshire","VOC-21NOV-01",7
2021-10-02,"North East and Yorkshire","VUI-21OCT-01",34
2021-10-02,"North West","Undetermined",3
2021-10-02,"North West","VOC-21APR-02",655
2021-10-02,"North West","VOC-21NOV-01",5
2021-10-02,"North West","VUI-21OCT-01",45
2021-10-02,"South East","Undetermined",63
2021-10-02,"South East","VOC-21APR-02",1052
2021-10-02,"South East","VOC-21NOV-01",8
2021-10-02,"South East","VUI-21OCT-01",20
2021-10-02,"South West","Unclassified",1
2021-10-02,"South West","Undetermined",50
2021-10-02,"South West","VOC-21APR-02",223
2021-10-02,"South West","VOC-21NOV-01",10
2021-10-02,"South West","VUI-21OCT-01",8
2021-10-03,"East of England","Unclassified",1
2021-10-03,"East of England","Undetermined",3
2021-10-03,"East of England","VOC-21APR-02",665
2021-10-03,"East of England","VOC-21NOV-01",3
2021-10-03,"East of England","VUI-21OCT-01",28
2021-10-03,"London","Unclassified",1
2021-10-03,"London","Undetermined",11
2021-10-03,"London","VOC-21APR-02",774
2021-10-03,"London","VOC-21NOV-01",9
2021-10-03,"London","VUI-21OCT-01",24
2021-10-03,"Midlands","Undetermined",11
2021-10-03,"Midlands","VOC-21APR-02",1133
2021-10-03,"Midlands","VOC-21NOV-01",13
2021-10-03,"Midlands","VUI-21OCT-01",91
2021-10-03,"North East and Yorkshire","Undetermined",29
2021-10-03,"North East and Yorkshire","VOC-21APR-02",1594
2021-10-03,"North East and Yorkshire","VOC-21NOV-01",5
2021-10-03,"North East and Yorkshire","VUI-21OCT-01",84
2021-10-03,"North West","Undetermined",3
2021-10-03,"North West","VOC-21APR-02",760
2021-10-03,"North West","VOC-21NOV-01",6
2021-10-03,"North West","VUI-21OCT-01",38
2021-10-03,"South East","Undetermined",21
2021-10-03,"South East","VOC-21APR-02",1112
2021-10-03,"South East","VOC-21NOV-01",9
2021-10-03,"South East","VUI-21OCT-01",77
2021-10-03,"South West","Undetermined",40
2021-10-03,"South West","VOC-21APR-02",367
2021-10-03,"South West","VUI-21OCT-01",17
2021-10-04,"East of England","Undetermined",7
2021-10-04,"East of England","VOC-21APR-02",986
2021-10-04,"East of England","VOC-21NOV-01",7
2021-10-04,"East of England","VUI-21OCT-01",49
2021-10-04,"London","Unclassified",1
2021-10-04,"London","Undetermined",10
2021-10-04,"London","VOC-21APR-02",942
2021-10-04,"London","VOC-21NOV-01",14
2021-10-04,"London","VUI-21OCT-01",41
2021-10-04,"Midlands","Unclassified",1
2021-10-04,"Midlands","Undetermined",33
2021-10-04,"Midlands","VOC-21APR-02",1632
2021-10-04,"Midlands","VOC-21NOV-01",16
2021-10-04,"Midlands","VUI-21OCT-01",76
2021-10-04,"North East and Yorkshire","Unclassified",1
2021-10-04,"North East and Yorkshire","Undetermined",50
2021-10-04,"North East and Yorkshire","VOC-21APR-02",802
2021-10-04,"North East and Yorkshire","VOC-21NOV-01",8
2021-10-04,"North East and Yorkshire","VUI-21OCT-01",27
2021-10-04,"North West","Undetermined",40
2021-10-04,"North West","VOC-21APR-02",1538
2021-10-04,"North West","VOC-21NOV-01",8
2021-10-04,"North West","VUI-21OCT-01",53
2021-10-04,"South East","Undetermined",76
2021-10-04,"South East","VOC-21APR-02",1294
2021-10-04,"South East","VOC-21NOV-01",11
2021-10-04,"South East","VUI-21OCT-01",141
2021-10-04,"South West","Unclassified",1
2021-10-04,"South West","Undetermined",42
2021-10-04,"South West","VOC-21APR-02",853
2021-10-04,"South West","VOC-21NOV-01",3
2021-10-04,"South West","VUI-21OCT-01",105
2021-10-05,"East of England","Undetermined",8
2021-10-05,"East of England","VOC-21APR-02",859
2021-10-05,"East of England","VOC-21NOV-01",3
2021-10-05,"East of England","VUI-21OCT-01",58
2021-10-05,"London","Unclassified",1
2021-10-05,"London","Undetermined",13
2021-10-05,"London","VOC-21APR-02",975
2021-10-05,"London","VOC-21NOV-01",5
2021-10-05,"London","VUI-21OCT-01",49
2021-10-05,"Midlands","Undetermined",29
2021-10-05,"Midlands","VOC-21APR-02",1230
2021-10-05,"Midlands","VOC-21NOV-01",6
2021-10-05,"Midlands","VUI-21OCT-01",53
2021-10-05,"North East and Yorkshire","Undetermined",38
2021-10-05,"North East and Yorkshire","VOC-21APR-02",545
2021-10-05,"North East and Yorkshire","VOC-21NOV-01",7
2021-10-05,"North East and Yorkshire","VUI-21OCT-01",31
2021-10-05,"North West","Undetermined",30
2021-10-05,"North West","VOC-21APR-02",1196
2021-10-05,"North West","VOC-21NOV-01",9
2021-10-05,"North West","VUI-21OCT-01",36
2021-10-05,"South East","Unclassified",2
2021-10-05,"South East","Undetermined",15
2021-10-05,"South East","VOC-21APR-02",1218
2021-10-05,"South East","VOC-21NOV-01",7
2021-10-05,"South East","VUI-21OCT-01",105
2021-10-05,"South West","Unclassified",1
2021-10-05,"South West","Undetermined",14
2021-10-05,"South West","VOC-21APR-02",429
2021-10-05,"South West","VOC-21NOV-01",7
2021-10-05,"South West","VUI-21OCT-01",59
2021-10-06,"East of England","Undetermined",10
2021-10-06,"East of England","VOC-21APR-02",713
2021-10-06,"East of England","VOC-21NOV-01",10
2021-10-06,"East of England","VUI-21OCT-01",23
2021-10-06,"London","Unclassified",2
2021-10-06,"London","Undetermined",15
2021-10-06,"London","VOC-21APR-02",909
2021-10-06,"London","VOC-21NOV-01",5
2021-10-06,"London","VUI-21OCT-01",46
2021-10-06,"Midlands","Unclassified",2
2021-10-06,"Midlands","Undetermined",17
2021-10-06,"Midlands","VOC-21APR-02",1552
2021-10-06,"Midlands","VOC-21NOV-01",7
2021-10-06,"Midlands","VUI-21OCT-01",74
2021-10-06,"North East and Yorkshire","Undetermined",28
2021-10-06,"North East and Yorkshire","VOC-21APR-02",602
2021-10-06,"North East and Yorkshire","VOC-21NOV-01",7
2021-10-06,"North East and Yorkshire","VUI-21OCT-01",26
2021-10-06,"North West","Undetermined",31
2021-10-06,"North West","VOC-21APR-02",1267
2021-10-06,"North West","VOC-21NOV-01",13
2021-10-06,"North West","VUI-21OCT-01",52
2021-10-06,"South East","Unclassified",1
2021-10-06,"South East","Undetermined",21
2021-10-06,"South East","VOC-21APR-02",1230
2021-10-06,"South East","VOC-21NOV-01",12
2021-10-06,"South East","VUI-21OCT-01",94
2021-10-06,"South East","VUI-22JAN-01",1
2021-10-06,"South West","Undetermined",58
2021-10-06,"South West","VOC-21APR-02",672
2021-10-06,"South West","VOC-21NOV-01",5
2021-10-06,"South West","VUI-21OCT-01",70
2021-10-07,"East of England","Undetermined",6
2021-10-07,"East of England","VOC-21APR-02",834
2021-10-07,"East of England","VOC-21NOV-01",5
2021-10-07,"East of England","VUI-21OCT-01",51
2021-10-07,"London","Undetermined",20
2021-10-07,"London","VOC-21APR-02",733
2021-10-07,"London","VOC-21NOV-01",12
2021-10-07,"London","VUI-21OCT-01",33
2021-10-07,"Midlands","Unclassified",1
2021-10-07,"Midlands","Undetermined",16
2021-10-07,"Midlands","VOC-21APR-02",1161
2021-10-07,"Midlands","VOC-21NOV-01",15
2021-10-07,"Midlands","VUI-21OCT-01",82
2021-10-07,"Midlands","VUI-22JAN-01",2
2021-10-07,"North East and Yorkshire","Unclassified",1
2021-10-07,"North East and Yorkshire","Undetermined",32
2021-10-07,"North East and Yorkshire","VOC-21APR-02",536
2021-10-07,"North East and Yorkshire","VOC-21NOV-01",12
2021-10-07,"North East and Yorkshire","VUI-21OCT-01",35
2021-10-07,"North West","Unclassified",1
2021-10-07,"North West","Undetermined",7
2021-10-07,"North West","VOC-20DEC-01",1
2021-10-07,"North West","VOC-21APR-02",930
2021-10-07,"North West","VOC-21NOV-01",6
2021-10-07,"North West","VUI-21OCT-01",62
2021-10-07,"South East","Unclassified",1
2021-10-07,"South East","Undetermined",19
2021-10-07,"South East","VOC-21APR-02",974
2021-10-07,"South East","VOC-21NOV-01",9
2021-10-07,"South East","VUI-21OCT-01",90
2021-10-07,"South East","VUI-22JAN-01",1
2021-10-07,"South West","Unclassified",1
2021-10-07,"South West","Undetermined",20
2021-10-07,"South West","VOC-21APR-02",496
2021-10-07,"South West","VOC-21NOV-01",6
2021-10-07,"South West","VUI-21OCT-01",60
2021-10-08,"East of England","Undetermined",8
2021-10-08,"East of England","VOC-21APR-02",715
2021-10-08,"East of England","VOC-21NOV-01",4
2021-10-08,"East of England","VUI-21OCT-01",26
2021-10-08,"London","Undetermined",20
2021-10-08,"London","VOC-21APR-02",652
2021-10-08,"London","VOC-21NOV-01",12
2021-10-08,"London","VUI-21OCT-01",23
2021-10-08,"Midlands","Unclassified",2
2021-10-08,"Midlands","Undetermined",28
2021-10-08,"Midlands","VOC-21APR-02",1589
2021-10-08,"Midlands","VOC-21NOV-01",7
2021-10-08,"Midlands","VUI-21OCT-01",103
2021-10-08,"North East and Yorkshire","Undetermined",37
2021-10-08,"North East and Yorkshire","VOC-21APR-02",667
2021-10-08,"North East and Yorkshire","VOC-21NOV-01",10
2021-10-08,"North East and Yorkshire","VUI-21OCT-01",39
2021-10-08,"North West","Undetermined",16
2021-10-08,"North West","VOC-20DEC-01",1
2021-10-08,"North West","VOC-21APR-02",996
2021-10-08,"North West","VOC-21NOV-01",8
2021-10-08,"North West","VUI-21OCT-01",44
2021-10-08,"South East","Unclassified",9
2021-10-08,"South East","Undetermined",68
2021-10-08,"South East","VOC-21APR-02",702
2021-10-08,"South East","VOC-21NOV-01",13
2021-10-08,"South East","VUI-21OCT-01",52
2021-10-08,"South East","VUI-22JAN-01",1
2021-10-08,"South West","Unclassified",1
2021-10-08,"South West","Undetermined",20
2021-10-08,"South West","VOC-21APR-02",346
2021-10-08,"South West","VOC-21NOV-01",5
2021-10-08,"South West","VUI-21OCT-01",39
2021-10-09,"East of England","Undetermined",13
2021-10-09,"East of England","VOC-21APR-02",468
2021-10-09,"East of England","VOC-21NOV-01",6
2021-10-09,"East of England","VUI-21OCT-01",15
2021-10-09,"London","Unclassified",1
2021-10-09,"London","Undetermined",9
2021-10-09,"London","VOC-21APR-02",493
2021-10-09,"London","VOC-21NOV-01",8
2021-10-09,"London","VUI-21OCT-01",13
2021-10-09,"Midlands","Unclassified",1
2021-10-09,"Midlands","Undetermined",34
2021-10-09,"Midlands","VOC-21APR-02",1654
2021-10-09,"Midlands","VOC-21NOV-01",11
2021-10-09,"Midlands","VUI-21OCT-01",90
2021-10-09,"North East and Yorkshire","Undetermined",53
2021-10-09,"North East and Yorkshire","VOC-21APR-02",1999
2021-10-09,"North East and Yorkshire","VOC-21NOV-01",7
2021-10-09,"North East and Yorkshire","VUI-21OCT-01",118
2021-10-09,"North West","Undetermined",25
2021-10-09,"North West","VOC-21APR-02",1289
2021-10-09,"North West","VOC-21NOV-01",10
2021-10-09,"North West","VUI-21OCT-01",81
2021-10-09,"South East","Undetermined",10
2021-10-09,"South East","VOC-21APR-02",390
2021-10-09,"South East","VOC-21NOV-01",15
2021-10-09,"South East","VUI-21OCT-01",31
2021-10-09,"South West","Undetermined",31
2021-10-09,"South West","VOC-21APR-02",269
2021-10-09,"South West","VOC-21NOV-01",10
2021-10-09,"South West","VUI-21OCT-01",10
2021-10-10,"East of England","Undetermined",13
2021-10-10,"East of England","VOC-21APR-02",544
2021-10-10,"East of England","VOC-21NOV-01",11
2021-10-10,"East of England","VUI-21OCT-01",12
2021-10-10,"London","Undetermined",9
2021-10-10,"London","VOC-21APR-02",540
2021-10-10,"London","VOC-21NOV-01",11
2021-10-10,"London","VUI-21OCT-01",12
2021-10-10,"Midlands","Unclassified",1
2021-10-10,"Midlands","Undetermined",31
2021-10-10,"Midlands","VOC-21APR-02",1763
2021-10-10,"Midlands","VOC-21NOV-01",9
2021-10-10,"Midlands","VUI-21OCT-01",97
2021-10-10,"North East and Yorkshire","Undetermined",38
2021-10-10,"North East and Yorkshire","VOC-21APR-02",2133
2021-10-10,"North East and Yorkshire","VOC-21NOV-01",11
2021-10-10,"North East and Yorkshire","VUI-21OCT-01",114
2021-10-10,"North West","Undetermined",25
2021-10-10,"North West","VOC-21APR-02",1302
2021-10-10,"North West","VOC-21NOV-01",9
2021-10-10,"North West","VUI-21OCT-01",51
2021-10-10,"North West","VUI-22JAN-01",1
2021-10-10,"South East","Undetermined",28
2021-10-10,"South East","VOC-21APR-02",616
2021-10-10,"South East","VOC-21NOV-01",15
2021-10-10,"South East","VUI-21OCT-01",46
2021-10-10,"South West","Unclassified",2
2021-10-10,"South West","Undetermined",53
2021-10-10,"South West","VOC-21APR-02",425
2021-10-10,"South West","VOC-21NOV-01",4
2021-10-10,"South West","VUI-21OCT-01",20
2021-10-11,"East of England","Undetermined",6
2021-10-11,"East of England","VOC-21APR-02",908
2021-10-11,"East of England","VOC-21NOV-01",11
2021-10-11,"East of England","VUI-21OCT-01",32
2021-10-11,"London","Unclassified",1
2021-10-11,"London","Undetermined",16
2021-10-11,"London","VOC-21APR-02",858
2021-10-11,"London","VOC-21NOV-01",15
2021-10-11,"London","VUI-21OCT-01",33
2021-10-11,"London","VUI-22JAN-01",1
2021-10-11,"Midlands","Unclassified",2
2021-10-11,"Midlands","Undetermined",79
2021-10-11,"Midlands","VOC-21APR-02",1937
2021-10-11,"Midlands","VOC-21NOV-01",26
2021-10-11,"Midlands","VUI-21OCT-01",85
2021-10-11,"North East and Yorkshire","Unclassified",1
2021-10-11,"North East and Yorkshire","Undetermined",39
2021-10-11,"North East and Yorkshire","VOC-20DEC-01",1
2021-10-11,"North East and Yorkshire","VOC-21APR-02",1297
2021-10-11,"North East and Yorkshire","VOC-21NOV-01",22
2021-10-11,"North East and Yorkshire","VUI-21OCT-01",59
2021-10-11,"North East and Yorkshire","VUI-22JAN-01",1
2021-10-11,"North West","Undetermined",43
2021-10-11,"North West","VOC-21APR-02",1808
2021-10-11,"North West","VOC-21NOV-01",17
2021-10-11,"North West","VUI-21OCT-01",36
2021-10-11,"South East","Unclassified",1
2021-10-11,"South East","Undetermined",32
2021-10-11,"South East","VOC-20DEC-01",1
2021-10-11,"South East","VOC-21APR-02",1065
2021-10-11,"South East","VOC-21NOV-01",26
2021-10-11,"South East","VUI-21OCT-01",90
2021-10-11,"South West","Unclassified",2
2021-10-11,"South West","Undetermined",69
2021-10-11,"South West","VOC-21APR-02",505
2021-10-11,"South West","VOC-21NOV-01",15
2021-10-11,"South West","VUI-21OCT-01",33
2021-10-12,"East of England","Undetermined",10
2021-10-12,"East of England","VOC-21APR-02",1017
2021-10-12,"East of England","VOC-21NOV-01",6
2021-10-12,"East of England","VUI-21OCT-01",70
2021-10-12,"London","Undetermined",11
2021-10-12,"London","VOC-21APR-02",1078
2021-10-12,"London","VOC-21NOV-01",12
2021-10-12,"London","VUI-21OCT-01",75
2021-10-12,"Midlands","Unclassified",1
2021-10-12,"Midlands","Undetermined",39
2021-10-12,"Midlands","VOC-21APR-02",1499
2021-10-12,"Midlands","VOC-21NOV-01",22
2021-10-12,"Midlands","VUI-21OCT-01",81
2021-10-12,"North East and Yorkshire","Undetermined",41
2021-10-12,"North East and Yorkshire","VOC-21APR-02",779
2021-10-12,"North East and Yorkshire","VOC-21NOV-01",16
2021-10-12,"North East and Yorkshire","VUI-21OCT-01",51
2021-10-12,"North West","Unclassified",3
2021-10-12,"North West","Undetermined",76
2021-10-12,"North West","VOC-21APR-02",1157
2021-10-12,"North West","VOC-21NOV-01",15
2021-10-12,"North West","VUI-21OCT-01",36
