areaCode,areaName,areaType,date,cumVaccinationFirstDoseUptakeByPublishDatePercentage
W92000004,Wales,nation,2021-02-21,31.3
W92000004,Wales,nation,2021-02-20,31.3
W92000004,Wales,nation,2021-02-19,31.0
W92000004,Wales,nation,2021-02-18,30.5
W92000004,Wales,nation,2021-02-17,29.9
W92000004,Wales,nation,2021-02-16,29.3
W92000004,Wales,nation,2021-02-15,28.9
W92000004,Wales,nation,2021-02-14,28.5
W92000004,Wales,nation,2021-02-13,28.0
W92000004,Wales,nation,2021-02-12,27.2
W92000004,Wales,nation,2021-02-11,26.0
W92000004,Wales,nation,2021-02-10,24.9
W92000004,Wales,nation,2021-02-09,23.8
W92000004,Wales,nation,2021-02-08,22.9
W92000004,Wales,nation,2021-02-07,21.9
W92000004,Wales,nation,2021-02-06,21.4
W92000004,Wales,nation,2021-02-05,20.2
W92000004,Wales,nation,2021-02-04,19.0
W92000004,Wales,nation,2021-02-03,17.8
W92000004,Wales,nation,2021-02-02,16.8
W92000004,Wales,nation,2021-02-01,16.0
W92000004,Wales,nation,2021-01-31,15.1
W92000004,Wales,nation,2021-01-30,14.7
W92000004,Wales,nation,2021-01-29,13.7
W92000004,Wales,nation,2021-01-28,13.2
W92000004,Wales,nation,2021-01-27,12.2
W92000004,Wales,nation,2021-01-26,11.3
W92000004,Wales,nation,2021-01-25,10.5
W92000004,Wales,nation,2021-01-24,9.8
W92000004,Wales,nation,2021-01-23,9.6
W92000004,Wales,nation,2021-01-22,8.7
W92000004,Wales,nation,2021-01-21,7.7
W92000004,Wales,nation,2021-01-20,6.9
W92000004,Wales,nation,2021-01-19,6.4
W92000004,Wales,nation,2021-01-18,5.9
W92000004,Wales,nation,2021-01-17,5.5
W92000004,Wales,nation,2021-01-16,4.6
W92000004,Wales,nation,2021-01-15,4.6
W92000004,Wales,nation,2021-01-14,4.6
W92000004,Wales,nation,2021-01-13,4.1
W92000004,Wales,nation,2021-01-12,3.7
W92000004,Wales,nation,2021-01-11,3.3
W92000004,Wales,nation,2021-01-10,3.1
