"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"sqrtQ",0.258882668100508,0.000112773556963995,0.0192894156431626,0.224364445335815,0.245510888981671,0.257735496385083,0.271187468557709,0.299845086276851,29256.5818941518,0.999675657763914
"susc_scaling",0.509675530185111,0.00133621796137995,0.134097328748427,0.291017296488662,0.41468065937545,0.493322520485136,0.587194415570058,0.82652568484186,10071.3025547916,1.00021505515646
"betas[1]",-0.0386950275939375,6.52709273949817e-05,0.00968729535593807,-0.0576114080148791,-0.0451908180957047,-0.0387503678238839,-0.0322359394765263,-0.0194582482532323,22027.5155020231,0.99963892821514
"beta_random_walk_steps[1]",-0.063339183546067,0.00168974352039732,0.255197756729114,-0.564832406453891,-0.234924545154341,-0.0638953400282987,0.105956549614895,0.452551373349917,22809.3088312986,0.999518288435359
"beta_random_walk_steps[2]",-0.152080286895852,0.000155965879801736,0.0274414532746825,-0.206984023124469,-0.170529926132546,-0.151945520821823,-0.133593941977287,-0.0985962350512545,30956.7254958058,0.999575289091759
"beta_random_walk_steps[3]",0.119085244685297,0.000178380514733364,0.0294150089569526,0.0619968229021479,0.0985773147498844,0.119259958164555,0.139037584350985,0.176075347431011,27192.1247723732,0.999683451531505
"beta_random_walk_steps[4]",-0.00777578844695558,0.000185548385750609,0.0313610720736875,-0.0688976650581791,-0.0290859059891073,-0.00775614640200322,0.0131127893727627,0.0538688755548033,28567.1845441004,0.999877867599575
"beta_random_walk_steps[5]",0.0578315093702665,0.000206161512017176,0.0337166574390553,-0.00880867297423317,0.0351208566297441,0.0578376360310963,0.0804075418290003,0.123143691791103,26746.9241181021,0.999528455531342
"beta_random_walk_steps[6]",-0.0941156114708174,0.0002133194059043,0.0366475556398121,-0.165780322532784,-0.118900460432233,-0.0941005947721813,-0.0695050739357823,-0.0223027710857554,29514.083032651,0.999707464360188
"beta_random_walk_steps[7]",0.0680603984727972,0.000236110771476639,0.0394607738580664,-0.00980833859296991,0.0421182660418701,0.0682295188931663,0.0946911265596048,0.145121838395626,27931.8431921398,0.999474483155629
"beta_random_walk_steps[8]",0.346395047684795,0.000245223001741136,0.0399180568972236,0.270256697246708,0.319156043986303,0.346049779801254,0.373271421966375,0.425555195280369,26498.2002125126,0.999789820635664
"beta_random_walk_steps[9]",-0.0319956087446324,0.000229730511088709,0.0374509080698721,-0.105943912792288,-0.056841046196759,-0.0318989338935879,-0.00657598992753265,0.0417470473150354,26575.8612318335,0.999739378280633
"beta_random_walk_steps[10]",0.0524953744030512,0.000208744425276772,0.036313964376974,-0.0192875998607655,0.027904330889129,0.0524683442807204,0.0772528307132834,0.123381245639677,30263.3885879141,0.999359997890566
"beta_random_walk_steps[11]",-0.0345641087039671,0.000196560249793056,0.0347309948949259,-0.10262277156448,-0.0582622174915955,-0.0341764687343644,-0.0111033537248391,0.0339439942604273,31220.7302952039,0.999503278975073
"beta_random_walk_steps[12]",-0.00109224863865554,0.000208004259699533,0.0335808303507429,-0.0677579517787649,-0.0237652676319588,-0.000872344493188525,0.0215524482440738,0.0644931541204864,26063.8401566039,0.999671956960224
"beta_random_walk_steps[13]",0.0782385380558851,0.000197319742450277,0.0323520089892313,0.015651276057257,0.0566237615701817,0.0781018805173774,0.100113876840674,0.141727743614928,26881.9908727986,0.999527307978965
"beta_random_walk_steps[14]",-0.12572835060193,0.000187084416081826,0.0310348600833226,-0.186185100215879,-0.146797753862192,-0.125678686783717,-0.1051032546071,-0.0647973609313392,27518.4746951634,0.999444495154737
"beta_random_walk_steps[15]",0.0862305999534501,0.000174681438730103,0.0294822755726202,0.0292505820923871,0.0664410589544876,0.086158915445408,0.106322855982158,0.145266373004592,28485.8040172934,0.999478733937842
"beta_random_walk_steps[16]",0.486208887740486,0.000159287429119605,0.0271494263628998,0.432999030029598,0.46791406739844,0.486369393262141,0.504482569044832,0.538551224815897,29050.8142832764,0.999492531066507
"beta_random_walk_steps[17]",-0.469502258168055,0.000145531194199117,0.0247929169301526,-0.518180153324474,-0.486260033927338,-0.469419889540592,-0.452609819935691,-0.421728146874872,29023.0509593437,0.999676774282302
"beta_random_walk_steps[18]",-0.208908634598564,0.00014620469327739,0.0245792244437114,-0.257272652437833,-0.225331251011788,-0.208824830153541,-0.19223048586535,-0.161139414012885,28262.7048155451,0.999899619596698
"beta_random_walk_steps[19]",0.512664593773065,0.000143504242080224,0.0240596417585207,0.466421835277171,0.495955061529557,0.512476498607306,0.529148512072656,0.559389088683559,28109.2225817896,0.999770639152509
"beta_random_walk_steps[20]",0.154744945608394,0.000130095551905412,0.0225743843519336,0.110058937593208,0.139907530612245,0.154735931635804,0.169952573157893,0.198988042950286,30109.7350826443,0.999268386066275
"beta_random_walk_steps[21]",-0.223656845934875,0.000120292754713188,0.0212811797962465,-0.265682022430986,-0.237832005881753,-0.223615630060447,-0.209278570116685,-0.182004437080771,31297.7027183759,0.999449772326022
"beta_random_walk_steps[22]",-0.287230451195794,0.000121052188408318,0.0206883141164893,-0.327805302546189,-0.301162288472015,-0.28704068992705,-0.273050249807171,-0.247065311413577,29208.2080184204,0.999659606297025
