"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"sqrtQ",0.259734784426796,0.000110842399225838,0.019204841912656,0.225325597817815,0.246313198414139,0.258581516743543,0.271902388969601,0.300767644782777,30019.9274100036,0.999372148784576
"susc_scaling",0.590505287253125,0.00144934877198569,0.147693171679385,0.337876038492301,0.483062380045371,0.576157482266922,0.685633535754217,0.910715327995348,10384.2472502533,1.00086965595268
"betas[1]",0.0845035786435137,5.261068703885e-05,0.00698443035047776,0.0708179686952047,0.0797404627645634,0.0844755036877684,0.0892741698074536,0.0980582454726138,17624.3875953002,0.999916317844511
"beta_random_walk_steps[1]",-0.0533911269458202,0.00168887826747329,0.248713960489132,-0.511289437785361,-0.230970372200093,-0.0589637460637292,0.112259692545954,0.452533082532134,21687.2073613337,0.999928439921728
"beta_random_walk_steps[2]",-0.159874809586088,0.000161534325868451,0.027541783240464,-0.213873336811897,-0.178370934150475,-0.1597834485887,-0.141487516052353,-0.105728056388085,29070.6314176663,0.99928304592334
"beta_random_walk_steps[3]",0.100038094210317,0.000176052485042847,0.0295083519680866,0.0427459469706981,0.0800996459305824,0.100073461940286,0.11967140031886,0.158276673508038,28093.4833039244,0.999294931574119
"beta_random_walk_steps[4]",-0.0384721065632379,0.000185847283693652,0.0315556392952464,-0.100704164752839,-0.0595168869351598,-0.0383999578272673,-0.0170405181302243,0.0232743254702625,28829.793414062,0.999501334445125
"beta_random_walk_steps[5]",0.0330731285176112,0.000193583484588723,0.0339581442446935,-0.0334387117372106,0.0102205541553194,0.0334566087920431,0.0560189943838534,0.0994331173707189,30771.6859418634,0.999354567579797
"beta_random_walk_steps[6]",-0.111891933389331,0.000212485139076646,0.0360270819862755,-0.182413447989391,-0.136092110069218,-0.112090933796677,-0.0878166916289861,-0.0411440161590943,28747.564215808,0.999394494534473
"beta_random_walk_steps[7]",0.0566284356080805,0.00023652674596901,0.039761703618055,-0.0213957014029658,0.0295743869959078,0.0566167673815631,0.0835038433489894,0.134085896220714,28259.8240511966,0.999530808405156
"beta_random_walk_steps[8]",0.335746738711564,0.0002348425957759,0.0396508327933395,0.257824778792439,0.308818529117253,0.335650975693355,0.362745475344194,0.412962846042059,28506.9584297103,0.999551895904737
"beta_random_walk_steps[9]",-0.04211064688545,0.000225300221605582,0.0376462415191573,-0.115807213400847,-0.067646791752251,-0.0421588896367106,-0.0166760523394508,0.0314311345615809,27920.2955022928,0.999525343862758
"beta_random_walk_steps[10]",0.0467111914986031,0.000216095907513574,0.0360380632423919,-0.0240450436150699,0.0227190723091763,0.0465975976938044,0.0708249214876729,0.117700350494574,27811.8450960373,0.999524816781244
"beta_random_walk_steps[11]",-0.0307495869111816,0.00021504471954125,0.0343104662600267,-0.098910564416085,-0.0536581769285917,-0.0306331582369234,-0.0076613457556793,0.0366191871152627,25456.3230758958,0.999336329560486
"beta_random_walk_steps[12]",0.00367412787925238,0.000202453236863784,0.0333024396337375,-0.0615387107933233,-0.0188427404992445,0.0039259608725028,0.0255885384248019,0.0693869336738805,27058.4334816748,0.999634387773577
"beta_random_walk_steps[13]",0.0763947317001399,0.000194446982374176,0.0324911219235895,0.0123771488349887,0.0546345825410054,0.0763100758269189,0.0982375949685119,0.140283650324653,27920.7448749655,0.999785663248991
"beta_random_walk_steps[14]",-0.123707925687787,0.000184811326010277,0.0310560101908765,-0.184660559355479,-0.144639948554452,-0.123634966388782,-0.102806436173361,-0.0624642812377742,28238.0143734406,0.999633079575927
"beta_random_walk_steps[15]",0.0982137561514294,0.000184487595714592,0.0298121114538231,0.039417929924146,0.0785871433085472,0.0984397054361746,0.118001913658663,0.156218824780154,26112.6609734422,0.999446797759726
"beta_random_walk_steps[16]",0.504291188805801,0.000168136439472597,0.0274742317236331,0.450511670263682,0.485667896432627,0.504393896718193,0.522759067973689,0.558084818249163,26700.9934950185,0.999730302441381
"beta_random_walk_steps[17]",-0.484475524558613,0.000152480884129904,0.0248815357827673,-0.533707067098249,-0.501051360070955,-0.484438353331977,-0.467953222580212,-0.435348217588986,26627.0812416489,0.99953482877551
"beta_random_walk_steps[18]",-0.254100503500505,0.000146951472004102,0.0245946622510725,-0.302790715941825,-0.270549150184719,-0.254392333719464,-0.237727244946116,-0.206142132438166,28011.3373822876,0.999430982525707
"beta_random_walk_steps[19]",0.481325138770659,0.000144025577744918,0.0242466741956836,0.434092063417501,0.465115121321846,0.481269194752827,0.497661639110235,0.529370004587295,28341.6481173539,0.999671475896582
"beta_random_walk_steps[20]",0.137530947014452,0.000136961689239433,0.0228707230962913,0.0923575332604195,0.122119320525202,0.137459960169501,0.152976332339018,0.182344458228624,27884.4179708152,0.999894390104539
"beta_random_walk_steps[21]",-0.235680635448129,0.000128533171048808,0.0214140291407416,-0.277280359928814,-0.250218662402499,-0.235681383472326,-0.221270139909336,-0.193890558738826,27756.6043131968,0.999676011165798
"beta_random_walk_steps[22]",-0.293646694640508,0.000121720792693759,0.0204404001993651,-0.333928245824514,-0.30739853153,-0.293625654936641,-0.279863208033692,-0.253246275942634,28200.0088798543,0.999398011223502
"beta_random_walk_steps[23]",0.191416670840515,0.000120910902167305,0.0202359960768866,0.152156805940716,0.177363567321408,0.191490562864821,0.205097608969334,0.23074252159145,28010.3315720397,0.999649990230009
"beta_random_walk_steps[24]",-0.232874251302306,0.000121337513736987,0.0202268420764403,-0.272087524771312,-0.246633587598378,-0.232913748775672,-0.219267382136087,-0.192697246432597,27788.5562547863,0.999517594927172
"beta_random_walk_steps[25]",0.0855562497971433,0.000115827095071584,0.0199942561958052,0.0463668761492438,0.0721583493712746,0.0854833958248716,0.0989051049748459,0.12489219614231,29798.2099941819,0.999664368781198
"beta_random_walk_steps[26]",0.0316330837783607,0.000117327417100245,0.0200111347789179,-0.00739187965866888,0.0181797435575713,0.031601458086868,0.0450782262871459,0.0711548185950462,29090.0464042962,0.999798378483945
