"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"sqrtQ",0.258848018036566,0.000123985444427237,0.0196821827234219,0.223445335536596,0.245160221327427,0.257522282762681,0.271159838270541,0.301076025493705,25200.265276031,0.999745285206145
"susc_scaling",0.506560123376367,0.00133745878532643,0.1334945640641,0.294605773376882,0.410392688485491,0.489017839670641,0.584697817153742,0.823525978954203,9962.45441642728,1.00143758845334
"betas[1]",0.0940036535797897,0.000118910314498764,0.0203372417125915,0.0537099662175953,0.0804188513175748,0.0940379771646299,0.107796843363397,0.133651375165726,29251.2914608579,0.999593855416223
"beta_random_walk_steps[1]",-0.0654120016901338,0.00172140752830821,0.254791884394338,-0.568963097086735,-0.238761400386399,-0.0641813507413905,0.105353579947817,0.434865865999033,21908.0531386183,0.999875536789148
"beta_random_walk_steps[2]",-0.152053434004708,0.000160037821909551,0.0270373369280442,-0.204556706495106,-0.170367977118362,-0.152312043503358,-0.134061426256432,-0.0992208929647302,28541.8790880215,0.999714209280948
"beta_random_walk_steps[3]",0.119186305678147,0.000178383351016734,0.0294310884191771,0.0617313949687485,0.0994276805013918,0.118931283050622,0.139027778211693,0.17706846549945,27220.995936478,0.999582154127264
"beta_random_walk_steps[4]",-0.00730028626252613,0.000195531798407632,0.0316062416779314,-0.0690518829355456,-0.0281531091303348,-0.00730481643878427,0.0134942259278189,0.0556983974341599,26128.2861563688,0.999476432549791
"beta_random_walk_steps[5]",0.057899716143037,0.000191979349343222,0.0332224032445327,-0.0074974189509567,0.0355404577572378,0.0579926858925986,0.0805270522866189,0.122577449917418,29946.9818715175,0.999581514457924
"beta_random_walk_steps[6]",-0.0939583059765512,0.000220137679485875,0.0364321167342933,-0.166025427449021,-0.118299857119031,-0.0935443916581496,-0.0696608858143522,-0.0228043992624958,27389.2437661242,0.999577263214272
"beta_random_walk_steps[7]",0.0681030107972881,0.00023288633666101,0.039687351007813,-0.0105130829577366,0.0415033764750718,0.0681508610531662,0.0952740991158788,0.144134854596899,29041.3101966783,0.999511635584799
