"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"sqrtQ",0.259028132847804,0.000115637584781499,0.0192719134683989,0.224785021835903,0.245652303646789,0.257780149354198,0.271216201979122,0.299863054327696,27774.8453353845,0.999684534854242
"susc_scaling",0.505740423353968,0.00130768055434208,0.133856610182226,0.289172433117155,0.408821158693808,0.489268941628348,0.583145287757454,0.81600864592844,10477.9498118512,1.00056880643082
"betas[1]",0.00798371106359594,5.60723908598936e-05,0.00837329149489342,-0.00849690526834431,0.00229901892750647,0.00799299630223161,0.0136136705311008,0.0243479399950728,22299.4561852762,0.99936374061903
"beta_random_walk_steps[1]",-0.0613499855464389,0.00173646126343751,0.256512356563064,-0.564171844167938,-0.233822547677971,-0.065622631810908,0.110602096773362,0.449338563965623,21821.589505336,0.999766340245675
"beta_random_walk_steps[2]",-0.152218721597744,0.000165150789867147,0.0272739990423248,-0.206324975316562,-0.170479970462806,-0.152143478612244,-0.133729832788192,-0.0986394792903192,27273.214713463,0.999621248528293
"beta_random_walk_steps[3]",0.119114381042737,0.000178835612961662,0.0295328010758482,0.0612952732354727,0.0992269996299452,0.119032580507522,0.139065897428095,0.177465223419325,27271.0126649594,0.999490536480734
"beta_random_walk_steps[4]",-0.00750208620184232,0.000190194590711781,0.0315997001273417,-0.0684947816962305,-0.0291531145700208,-0.00754542824839069,0.013994567434542,0.0548537316546828,27603.8462910284,0.999422684204562
"beta_random_walk_steps[5]",0.0580534569861182,0.00020187170018976,0.0333540221355639,-0.0081864349360519,0.0355677104490883,0.058076077285352,0.0807193035965767,0.123243058275649,27298.9249043708,0.999482295471099
"beta_random_walk_steps[6]",-0.0937829485090907,0.000217506557968201,0.0363783893266735,-0.165562149083118,-0.118448668128246,-0.093754011059897,-0.0690015004410396,-0.0225803576193755,27973.204580516,0.999437979387331
"beta_random_walk_steps[7]",0.0682827634497614,0.000247862929852981,0.0396743510405461,-0.0102323090502952,0.0411490149291043,0.0687548558736962,0.0947312651037119,0.145695522404953,25621.0253065952,1.0001096297262
"beta_random_walk_steps[8]",0.346454585565736,0.000255834295556143,0.0399998760743557,0.269268171505776,0.319254546614572,0.346667826375851,0.373294552939455,0.425629886381455,24445.5473553998,0.999975739966955
"beta_random_walk_steps[9]",-0.0309550218698966,0.000241089235414991,0.03786551328317,-0.105070756748392,-0.056367577442843,-0.0312667631880455,-0.00531547880729094,0.0427906284872841,24667.8930704551,0.999702427139435
"beta_random_walk_steps[10]",0.0526498285391736,0.000220693002325339,0.0364643533062819,-0.0191283377821434,0.0283982605816689,0.0529750782055514,0.0771920741625355,0.124816708051198,27299.8276829245,0.99934403791244
"beta_random_walk_steps[11]",-0.0347044838571829,0.000211138567209528,0.0349490488844928,-0.103569015381366,-0.0586492614411017,-0.0345975736888915,-0.0109382874164774,0.033411583727022,27399.054877047,0.999527291108211
