"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"zetas[66]",0.16133815430873,0.000635751683431888,0.0701121662806253,0.0717984652323188,0.114405046866085,0.147040956077811,0.191008666933092,0.336724272537759,12162.1886085462,1.00032108546116
"zetas[67]",0.333468527247438,0.000729297880547764,0.109171669824024,0.156390989530565,0.256001322434499,0.320311530754172,0.397041778292592,0.581969118256958,22408.3564010985,0.999833545420417
"zetas[68]",0.0770411587660536,0.000186213757942806,0.02576486095601,0.0385523673045295,0.0591537472054027,0.0730647369505947,0.0903060275636923,0.140167577412938,19143.9731690266,0.999844485970005
"zetas[69]",0.188328405476472,0.000513870651789744,0.0643388057211821,0.0983376710947986,0.143625543379569,0.177403256926675,0.219940366630561,0.346301016617865,15676.1120961417,0.99990413555396
"zetas[70]",0.23150806395171,0.00150911550280143,0.133598048704237,0.0863931180447708,0.142730818664216,0.195780357077689,0.276301577798271,0.611598974801589,7837.0978454589,1.00045152290885
"zetas[71]",0.195131287395581,0.000762324032958984,0.087694621979392,0.0739622000804983,0.135287597194209,0.179890247669195,0.236443007583181,0.408609067530252,13233.25549904,1.00015154071888
"zetas[72]",0.0845348623524238,0.00026615359205387,0.0335925826391618,0.0375562727304037,0.0611673498540993,0.0786551005493348,0.101093773563399,0.164652344092466,15930.2328812122,1.00005744306619
"zetas[73]",0.355204880484756,0.00101704735285474,0.124319314891394,0.178769050987996,0.26624943487576,0.331525212526821,0.419218605524912,0.664395823084758,14941.5230348716,1.00036879207428
"zetas[74]",0.107153465609678,0.000227934162192188,0.0404962145625777,0.0398658521902124,0.0786511875312976,0.103214499261682,0.131296788830363,0.197770246038466,31565.3068634871,0.999434410451046
"zetas[75]",0.369487667552394,0.000673539899148462,0.106210201525031,0.187707779591394,0.295213729061176,0.360606189531333,0.433515902086583,0.607460729182855,24865.993205853,0.999535068742186
"zetas[76]",0.0219816459133156,0.000116272563774529,0.0167335626398715,0.000935942976197705,0.00909892383294813,0.0186281362226383,0.0311621735499566,0.0629926555236083,20712.0139665963,0.999747698500365
"zetas[77]",0.109712786874865,0.00035830827249173,0.0520679060518264,0.034446814717166,0.0734230951893868,0.10090663046666,0.136024628132109,0.235404639710556,21116.7245472106,0.999571710058576
"zetas[78]",0.0214706388510187,9.79445850325173e-05,0.0142691532754346,0.00134652144422989,0.0104755661051507,0.0194314048340328,0.0297332340532183,0.0545370436147567,21224.4060158589,0.999755790267001
"zetas[79]",0.35256026611891,0.00149333813683078,0.169353195878735,0.124860065730628,0.22834143207207,0.315895229376869,0.437616352326663,0.791472030629522,12860.8739245822,1.00015442599995
"zetas[80]",0.272994046995445,0.000581771185728777,0.0987680229845656,0.105840700896116,0.203490447705801,0.263824291133869,0.333316224384817,0.49109468549814,28822.2782425258,0.999507976286748
"zetas[81]",0.0946882224949344,0.000287771234650472,0.0429951706857765,0.0273117382205651,0.0639748357946298,0.0888560427187264,0.119644748485445,0.19318047007746,22322.5906150975,0.999560098890564
"zetas[82]",0.169502533167729,0.000353226120376039,0.0579392584854749,0.0713555055097968,0.128682722320724,0.163714927128221,0.20407878255093,0.29873237933476,26905.4489304746,0.999626062633059
"zetas[83]",0.0314669428027734,0.000127156804722192,0.0177433915084509,0.00485046289958259,0.0189086603043161,0.0286768948475094,0.0409557046863704,0.0739331244991308,19471.2601117856,0.999463463795824
"zetas[84]",0.514836739958845,0.00148379374177415,0.178835576866811,0.22207654728919,0.379423086962208,0.49626060969564,0.628869559442916,0.911250436548952,14526.4926886094,1.00072296966745
"zetas[85]",0.127719267774431,0.000288260905505395,0.0420994140368625,0.0641921049964315,0.0982780285532588,0.121521035850321,0.149896585090619,0.227002198959137,21329.4967692302,0.999427026465184
"zetas[86]",0.278627349992545,0.000584777005592523,0.0831066462157364,0.149911117996864,0.220328626324555,0.268170372908486,0.325042847462053,0.466669034073967,20197.1894438876,0.999658871317732
"zetas[87]",0.08140280967242,0.000336213334612602,0.0533379153740999,0.00584658058088752,0.0402523568506959,0.0737331122487625,0.113114072541241,0.204973086948213,25167.6234667163,0.99950001290685
"zetas[88]",0.154785509115628,0.000710395910786153,0.0841072367913201,0.0459527057147487,0.0981632119362805,0.137662543224986,0.191125292857136,0.364763696100034,14017.3470040047,1.00017950782484
"zetas[89]",0.249129633832836,0.00124572825817035,0.128187176224993,0.0965615112107108,0.162921330770409,0.217700121669651,0.29989282968939,0.589508197981083,10588.6972033608,1.00078571886569
"zetas[90]",0.0908354732041697,0.000245125075885946,0.0326726587481331,0.0422098404280471,0.0680933553596564,0.085790175147294,0.108100304172356,0.169865862608626,17766.1560027436,1.00019931254745
"zetas[91]",0.241514451234779,0.000589973520428831,0.0914222584397385,0.0991578054644754,0.176984761039048,0.23082694301608,0.292569017813962,0.452003169176956,24012.5814879656,0.999519343604159
"zetas[92]",0.0944819731937926,0.000198839260589128,0.0293778525034947,0.0491433261417225,0.0738720962777293,0.0906499697247283,0.110206634842668,0.163291041846709,21829.0991322412,0.999909750196845
"zetas[93]",0.0971239984167792,0.000522638931339129,0.0680361838834668,0.0112355920976197,0.0511535215320569,0.0831496018518096,0.126032563510357,0.26684733389381,16946.3580522437,0.999740822780923
"zetas[94]",0.144557176089934,0.000498233548890907,0.0581178854307432,0.0652424780825861,0.10443658918863,0.134211495651358,0.172106634987788,0.285075510666769,13606.7270692774,1.00026794143758
"zetas[95]",0.0862251952317445,0.000274283275670421,0.0342004490805924,0.0387047407726716,0.0626773845144357,0.0803087772590533,0.102339573667261,0.169785762849255,15547.6574144106,0.999928715148663
"zetas[96]",0.0833718627840224,0.000308318274361782,0.0356007775758968,0.0347018282558513,0.0593667734343625,0.0769841250615183,0.0999268279732591,0.169441231648444,13332.7714428613,0.99986873776296
"zetas[97]",0.036588092878259,6.92005990382211e-05,0.0109350778826375,0.0188145263291816,0.0288345445854013,0.0352623456934274,0.0428641509045538,0.0617141850334161,24970.3168496857,0.999662864276613
"zetas[98]",0.35269091201437,0.000732148474430162,0.111169571035669,0.163607151142444,0.273766226005403,0.342893461422043,0.420614229731366,0.600242244732205,23055.446439112,0.999791410247143
"zetas[99]",0.006542476330296,1.47400185007943e-05,0.00248658375569217,0.00241922474317271,0.00480069415380398,0.00627600667046065,0.00800637313038193,0.0120976286605604,28458.3769175267,0.999761836521459
