"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"sqrtQ",0.233202352260247,0.000105820643552041,0.0175378113604433,0.201866043489807,0.220714815035973,0.232247481299623,0.244370832854003,0.270619263699376,27466.9218655477,0.999915277633998
"susc_scaling",0.828702789081792,0.00113418401157247,0.113466423709021,0.582498027970144,0.750471196666422,0.844149206439128,0.921691273554134,0.991948813649883,10008.4700044988,1.00087634540278
"betas[1]",0.020751487601071,0.00185350917854249,0.0774008550921581,-0.130870634922453,-0.0313702292463735,0.0211802427139036,0.072736824636333,0.171294510741901,1743.82152956917,1.00169725645169
"betas[2]",-0.161452677175153,0.00222043898378168,0.0998655583176431,-0.356979266612031,-0.229105403668372,-0.16281821537667,-0.0935009437101013,0.0339183304120916,2022.80389690441,1.00826858651747
"betas[3]",0.0486238863099272,0.00256463901340103,0.109477117621374,-0.164061280503216,-0.0245061797769591,0.0488089987717727,0.122895678875293,0.262877757044015,1822.19235436513,1.00709390733981
"betas[4]",0.114174579111106,0.00275540251429399,0.0920674868794392,-0.0623591970639818,0.0519715339113034,0.112217319816251,0.175571798705266,0.296041782835868,1116.4582222514,1.01092889175359
"betas[5]",-0.0897412425180522,0.00305706010596359,0.097731118191111,-0.282051860562366,-0.155717233916964,-0.0897061369010859,-0.0236862361886635,0.102168135011888,1022.01620102842,1.01493468866942
"betas[6]",0.00371394004983522,0.00280375366769543,0.115249483478016,-0.222046513091926,-0.0736936274666588,0.00247929394284917,0.0810444576432116,0.230820965908806,1689.65588737572,1.00811638650276
"betas[7]",-0.00203839728611316,4.73540761638904e-05,0.00765117594756898,-0.0169821847284098,-0.00726366666613907,-0.00204565114192698,0.00312778693322197,0.0130345530822305,26106.0786269863,0.999487437527922
"betas[8]",0.029698531002474,5.12726116505854e-05,0.00676138745200377,0.0165537904414499,0.0250945410462987,0.0297673645570597,0.0341924192835024,0.0430128786945236,17390.0474757033,0.999998779452052
"betas[9]",-0.276602696920758,9.40477049923806e-05,0.0115130631933751,-0.299437101400388,-0.284346499714126,-0.276551415601061,-0.268905931864846,-0.254025612732431,14985.987729868,1.00002653158827
"betas[10]",0.00142639182346777,2.0389001708415e-05,0.00353543719451876,-0.00555726021180503,-0.000939258509829605,0.00142504461363411,0.00382390536752436,0.00838784747767903,30067.2929273584,0.999519731959006
"betas[11]",0.219042436876971,0.000119121114663506,0.0162269337913164,0.186924119994058,0.208127452296853,0.218989008405533,0.230096724314083,0.25056737434221,18556.4728731678,0.999849171458675
"betas[12]",0.369816180234284,0.000196957715016973,0.0248229702774722,0.321408493406851,0.352861610876107,0.369510882560595,0.386888420285541,0.418049884383055,15884.0593141689,1.0000704697421
