"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"sqrtQ",0.259268811933729,0.000115688121681856,0.0194561158429135,0.224372940213307,0.245891093322031,0.258076675605331,0.271494434710958,0.300688604853223,28283.6039340443,0.999558229649429
"susc_scaling",0.503764916929046,0.00128138131382656,0.13186913717168,0.289979130667452,0.409871092414175,0.487946307107531,0.581256181493047,0.808363376159034,10590.8192525941,1.00100681397716
"betas[1]",0.125849544617165,0.000255653922950851,0.0403818586493637,0.047238141980067,0.0985544628502089,0.125972825735728,0.153224645747085,0.204890994353917,24949.8354683733,0.999595457981911
"beta_random_walk_steps[1]",-0.0628329956357016,0.00172614210517135,0.254892727734953,-0.558878817736764,-0.237068819361346,-0.0627783285808462,0.106001980540372,0.448877270291349,21805.2865025366,0.99975152445618
"beta_random_walk_steps[2]",-0.152357316203957,0.000165960301577463,0.0276687237680201,-0.206558610989446,-0.171295659086391,-0.152405519436184,-0.133779204110283,-0.0981825787905937,27795.2013522211,0.999618332653703
"beta_random_walk_steps[3]",0.119418787153754,0.000184361549462993,0.0296652066913003,0.0607399540114812,0.0992862356978775,0.119472336862006,0.139660483216756,0.177489381481867,25891.312005977,0.99945185503602
"beta_random_walk_steps[4]",-0.00726218621275802,0.000193352073180789,0.031769723287257,-0.0697634581250417,-0.0285479998026368,-0.00744373046003101,0.0140881538649956,0.0557111154244307,26997.8511250914,0.999331060781293
"beta_random_walk_steps[5]",0.0580808946532683,0.000202432666812006,0.0337956425978878,-0.00776095410026265,0.0349693721326134,0.0579749680209824,0.0810035245410003,0.124432694329169,27871.4924237006,0.999419029080939
"beta_random_walk_steps[6]",-0.0940043731679419,0.000216867730244797,0.0370075759277348,-0.166154195230442,-0.119227066219114,-0.0940209155076512,-0.0688047145230399,-0.0217616123750151,29120.0026010611,0.999582104098721
"beta_random_walk_steps[7]",0.0681300148590628,0.000241208470116889,0.039856311210816,-0.01038971914997,0.0418468157040535,0.0680450225670758,0.0955191458228262,0.145398416180209,27302.9198615537,0.999644491908526
"beta_random_walk_steps[8]",0.346832273831285,0.000241936952179684,0.0399850568620388,0.268546786577914,0.319507278028629,0.346721652628644,0.373568844763335,0.426906936075807,27314.3597659804,0.99953941365393
"beta_random_walk_steps[9]",-0.0316861043323716,0.000234343880673719,0.038399967283546,-0.106497386460492,-0.0578853420872023,-0.0317309310457446,-0.00549726418681583,0.0448573508533923,26850.6296129729,0.999741472166464
"beta_random_walk_steps[10]",0.0530449421635242,0.000227458794140692,0.0362652570172028,-0.0173906467517051,0.0280587484038171,0.0526747488537335,0.0777218284291527,0.123298240935722,25420.0297550487,0.999653382748676
"beta_random_walk_steps[11]",-0.0343398255148112,0.000212863012841257,0.0348121527593197,-0.102519769737992,-0.0577359787148054,-0.0345996647905241,-0.0107001152859166,0.0333042170755413,26746.1546562693,0.999557199802989
"beta_random_walk_steps[12]",-0.001459284886093,0.000203405414002681,0.0334932644538805,-0.066975017141008,-0.0244177571940896,-0.00123396937598077,0.0211994383251488,0.0645297166199793,27113.7720494362,0.999918788349649
"beta_random_walk_steps[13]",0.078188426028182,0.000203235286298435,0.0325697841444597,0.0141872601126374,0.0561327796661013,0.0781653178824282,0.10034349858817,0.141433750608013,25682.1591747755,0.999752767532363
"beta_random_walk_steps[14]",-0.125582054064562,0.000193583695190758,0.0316538595332233,-0.188004161422879,-0.147104567654361,-0.125456180744624,-0.104124958581869,-0.0641715240556178,26737.1917387347,0.999953062043961
"beta_random_walk_steps[15]",0.0857350563840788,0.000185571571654643,0.0304223966507944,0.0259025084277511,0.0654000545815941,0.0856873271928508,0.106310391207132,0.145311112049455,26875.9582023908,0.999505713128624
"beta_random_walk_steps[16]",0.485447133189677,0.000166761380793573,0.0275818526860934,0.430643516552801,0.466657380947628,0.48558426457064,0.5041396690278,0.539535497043779,27356.2084461023,0.999565452021389
"beta_random_walk_steps[17]",-0.469411480132095,0.000157077894388838,0.0248268935104546,-0.518860138235837,-0.486002428019862,-0.469512924751973,-0.453031015627854,-0.420107956884356,24981.2761903085,0.999609614368786
"beta_random_walk_steps[18]",-0.209065280244021,0.000149181857718574,0.0243282337784497,-0.256928267722755,-0.225415848702903,-0.209269497977476,-0.192775317426522,-0.1611062115383,26594.3352315455,0.999590138266892
"beta_random_walk_steps[19]",0.513103378430782,0.000146563488249051,0.0237928966915099,0.466172656933719,0.496849590702383,0.513292751422775,0.529386660342891,0.559519000225752,26353.7882596882,0.999742470745624
"beta_random_walk_steps[20]",0.154064735083095,0.000143120330355949,0.0225765007187975,0.110235371932321,0.138648195931428,0.153845089875863,0.169181917112937,0.198359369212075,24883.4502109701,0.999472360745694
"beta_random_walk_steps[21]",-0.223549899318992,0.000136034199288734,0.0215327502383801,-0.265277960665832,-0.238403296403025,-0.223414648385349,-0.209049802715775,-0.181387691082641,25055.484009336,0.999386034171806
"beta_random_walk_steps[22]",-0.287375729557696,0.000128050778993414,0.0208914799751394,-0.328169709721532,-0.301525379512455,-0.287432918650208,-0.273106879812252,-0.246504648949834,26617.9107333045,0.99950738617927
"beta_random_walk_steps[23]",0.190901053910778,0.000122775074482661,0.0204755365245338,0.150617972913488,0.177113597376905,0.190827410025479,0.204737100803109,0.231501310775919,27813.149386243,0.999650131998686
"beta_random_walk_steps[24]",-0.255436897566922,0.000120235760723369,0.0202066556423574,-0.294578968112729,-0.269160287379421,-0.255527294216515,-0.24152547388831,-0.216362811027879,28243.6986955237,0.999752247522068
"beta_random_walk_steps[25]",0.0687942573349814,0.000121222597278302,0.0198354374788581,0.0299892853680277,0.0553506164839715,0.0689223788359702,0.0820863305765147,0.10776095107752,26774.1934690607,0.999472816865485
"beta_random_walk_steps[26]",0.0185496004865119,0.00011963097434998,0.0197919102712971,-0.020314184962091,0.00519225128290351,0.0185939987569157,0.0320589736500541,0.0567104477095843,27370.8413215469,0.999757663368782
"beta_random_walk_steps[27]",-0.437699312935745,0.00011566124692126,0.0198887800834907,-0.476274704472718,-0.451123767179665,-0.437784260535996,-0.424244194368507,-0.398806300224221,29569.2664834686,0.999688409767224
"beta_random_walk_steps[28]",-0.00826933728520048,0.000117211950024384,0.0203349310711089,-0.0478268631194951,-0.0220581764555677,-0.00842931794794676,0.00549494727893393,0.0316909040945276,30098.2764444263,0.999615137859185
"beta_random_walk_steps[29]",0.288716771455545,0.000127719353731783,0.0206947664370006,0.248175882430844,0.274795467299332,0.288773534580032,0.302573228266116,0.328657266509864,26254.7346854237,0.999721919754407
"beta_random_walk_steps[30]",0.327834822021309,0.00013061494943305,0.0203389064946424,0.288281898894581,0.314095053093423,0.327760129318052,0.341613473931955,0.367789826615862,24247.6372450506,0.999576637990783
