areaCode,areaName,areaType,date,newAdmissions
E40000005,South East,nhsRegion,2021-08-01,59
E40000005,South East,nhsRegion,2021-07-31,50
E40000005,South East,nhsRegion,2021-07-30,74
E40000005,South East,nhsRegion,2021-07-29,87
E40000005,South East,nhsRegion,2021-07-28,81
E40000005,South East,nhsRegion,2021-07-27,99
E40000005,South East,nhsRegion,2021-07-26,83
E40000005,South East,nhsRegion,2021-07-25,79
E40000005,South East,nhsRegion,2021-07-24,67
E40000005,South East,nhsRegion,2021-07-23,61
E40000005,South East,nhsRegion,2021-07-22,86
E40000005,South East,nhsRegion,2021-07-21,76
E40000005,South East,nhsRegion,2021-07-20,80
E40000005,South East,nhsRegion,2021-07-19,74
E40000005,South East,nhsRegion,2021-07-18,64
E40000005,South East,nhsRegion,2021-07-17,72
E40000005,South East,nhsRegion,2021-07-16,48
E40000005,South East,nhsRegion,2021-07-15,64
E40000005,South East,nhsRegion,2021-07-14,57
E40000005,South East,nhsRegion,2021-07-13,43
E40000005,South East,nhsRegion,2021-07-12,61
E40000005,South East,nhsRegion,2021-07-11,44
E40000005,South East,nhsRegion,2021-07-10,35
E40000005,South East,nhsRegion,2021-07-09,30
E40000005,South East,nhsRegion,2021-07-08,35
E40000005,South East,nhsRegion,2021-07-07,47
E40000005,South East,nhsRegion,2021-07-06,49
E40000005,South East,nhsRegion,2021-07-05,34
E40000005,South East,nhsRegion,2021-07-04,35
E40000005,South East,nhsRegion,2021-07-03,28
E40000005,South East,nhsRegion,2021-07-02,22
E40000005,South East,nhsRegion,2021-07-01,23
E40000005,South East,nhsRegion,2021-06-30,35
E40000005,South East,nhsRegion,2021-06-29,27
E40000005,South East,nhsRegion,2021-06-28,22
E40000005,South East,nhsRegion,2021-06-27,16
E40000005,South East,nhsRegion,2021-06-26,8
E40000005,South East,nhsRegion,2021-06-25,11
E40000005,South East,nhsRegion,2021-06-24,14
E40000005,South East,nhsRegion,2021-06-23,13
E40000005,South East,nhsRegion,2021-06-22,18
E40000005,South East,nhsRegion,2021-06-21,6
E40000005,South East,nhsRegion,2021-06-20,18
E40000005,South East,nhsRegion,2021-06-19,9
E40000005,South East,nhsRegion,2021-06-18,5
E40000005,South East,nhsRegion,2021-06-17,9
E40000005,South East,nhsRegion,2021-06-16,6
E40000005,South East,nhsRegion,2021-06-15,12
E40000005,South East,nhsRegion,2021-06-14,13
E40000005,South East,nhsRegion,2021-06-13,12
E40000005,South East,nhsRegion,2021-06-12,5
E40000005,South East,nhsRegion,2021-06-11,7
E40000005,South East,nhsRegion,2021-06-10,8
E40000005,South East,nhsRegion,2021-06-09,8
E40000005,South East,nhsRegion,2021-06-08,13
E40000005,South East,nhsRegion,2021-06-07,6
E40000005,South East,nhsRegion,2021-06-06,9
E40000005,South East,nhsRegion,2021-06-05,8
E40000005,South East,nhsRegion,2021-06-04,6
E40000005,South East,nhsRegion,2021-06-03,3
E40000005,South East,nhsRegion,2021-06-02,4
E40000005,South East,nhsRegion,2021-06-01,10
E40000005,South East,nhsRegion,2021-05-31,4
E40000005,South East,nhsRegion,2021-05-30,4
E40000005,South East,nhsRegion,2021-05-29,4
E40000005,South East,nhsRegion,2021-05-28,3
E40000005,South East,nhsRegion,2021-05-27,8
E40000005,South East,nhsRegion,2021-05-26,11
E40000005,South East,nhsRegion,2021-05-25,9
E40000005,South East,nhsRegion,2021-05-24,11
E40000005,South East,nhsRegion,2021-05-23,3
E40000005,South East,nhsRegion,2021-05-22,3
E40000005,South East,nhsRegion,2021-05-21,6
E40000005,South East,nhsRegion,2021-05-20,8
E40000005,South East,nhsRegion,2021-05-19,5
E40000005,South East,nhsRegion,2021-05-18,6
E40000005,South East,nhsRegion,2021-05-17,2
E40000005,South East,nhsRegion,2021-05-16,7
E40000005,South East,nhsRegion,2021-05-15,7
E40000005,South East,nhsRegion,2021-05-14,2
E40000005,South East,nhsRegion,2021-05-13,2
E40000005,South East,nhsRegion,2021-05-12,4
E40000005,South East,nhsRegion,2021-05-11,5
E40000005,South East,nhsRegion,2021-05-10,5
E40000005,South East,nhsRegion,2021-05-09,6
E40000005,South East,nhsRegion,2021-05-08,7
E40000005,South East,nhsRegion,2021-05-07,8
E40000005,South East,nhsRegion,2021-05-06,8
E40000005,South East,nhsRegion,2021-05-05,7
E40000005,South East,nhsRegion,2021-05-04,3
E40000005,South East,nhsRegion,2021-05-03,7
E40000005,South East,nhsRegion,2021-05-02,10
E40000005,South East,nhsRegion,2021-05-01,1
E40000005,South East,nhsRegion,2021-04-30,9
E40000005,South East,nhsRegion,2021-04-29,7
E40000005,South East,nhsRegion,2021-04-28,10
E40000005,South East,nhsRegion,2021-04-27,12
E40000005,South East,nhsRegion,2021-04-26,8
E40000005,South East,nhsRegion,2021-04-25,9
E40000005,South East,nhsRegion,2021-04-24,7
E40000005,South East,nhsRegion,2021-04-23,17
E40000005,South East,nhsRegion,2021-04-22,11
E40000005,South East,nhsRegion,2021-04-21,17
E40000005,South East,nhsRegion,2021-04-20,18
E40000005,South East,nhsRegion,2021-04-19,13
E40000005,South East,nhsRegion,2021-04-18,19
E40000005,South East,nhsRegion,2021-04-17,12
E40000005,South East,nhsRegion,2021-04-16,8
E40000005,South East,nhsRegion,2021-04-15,13
E40000005,South East,nhsRegion,2021-04-14,10
E40000005,South East,nhsRegion,2021-04-13,17
E40000005,South East,nhsRegion,2021-04-12,25
E40000005,South East,nhsRegion,2021-04-11,20
E40000005,South East,nhsRegion,2021-04-10,8
E40000005,South East,nhsRegion,2021-04-09,14
E40000005,South East,nhsRegion,2021-04-08,15
E40000005,South East,nhsRegion,2021-04-07,20
E40000005,South East,nhsRegion,2021-04-06,20
E40000005,South East,nhsRegion,2021-04-05,19
E40000005,South East,nhsRegion,2021-04-04,16
E40000005,South East,nhsRegion,2021-04-03,14
E40000005,South East,nhsRegion,2021-04-02,8
E40000005,South East,nhsRegion,2021-04-01,17
E40000005,South East,nhsRegion,2021-03-31,17
E40000005,South East,nhsRegion,2021-03-30,25
E40000005,South East,nhsRegion,2021-03-29,18
E40000005,South East,nhsRegion,2021-03-28,30
E40000005,South East,nhsRegion,2021-03-27,18
E40000005,South East,nhsRegion,2021-03-26,24
E40000005,South East,nhsRegion,2021-03-25,21
E40000005,South East,nhsRegion,2021-03-24,24
E40000005,South East,nhsRegion,2021-03-23,26
E40000005,South East,nhsRegion,2021-03-22,36
E40000005,South East,nhsRegion,2021-03-21,36
E40000005,South East,nhsRegion,2021-03-20,31
E40000005,South East,nhsRegion,2021-03-19,42
E40000005,South East,nhsRegion,2021-03-18,40
E40000005,South East,nhsRegion,2021-03-17,43
E40000005,South East,nhsRegion,2021-03-16,53
E40000005,South East,nhsRegion,2021-03-15,50
E40000005,South East,nhsRegion,2021-03-14,47
E40000005,South East,nhsRegion,2021-03-13,38
E40000005,South East,nhsRegion,2021-03-12,46
E40000005,South East,nhsRegion,2021-03-11,55
E40000005,South East,nhsRegion,2021-03-10,67
E40000005,South East,nhsRegion,2021-03-09,59
E40000005,South East,nhsRegion,2021-03-08,58
E40000005,South East,nhsRegion,2021-03-07,65
E40000005,South East,nhsRegion,2021-03-06,71
E40000005,South East,nhsRegion,2021-03-05,69
E40000005,South East,nhsRegion,2021-03-04,77
E40000005,South East,nhsRegion,2021-03-03,76
E40000005,South East,nhsRegion,2021-03-02,89
E40000005,South East,nhsRegion,2021-03-01,99
E40000005,South East,nhsRegion,2021-02-28,82
E40000005,South East,nhsRegion,2021-02-27,75
E40000005,South East,nhsRegion,2021-02-26,94
E40000005,South East,nhsRegion,2021-02-25,110
E40000005,South East,nhsRegion,2021-02-24,137
E40000005,South East,nhsRegion,2021-02-23,130
E40000005,South East,nhsRegion,2021-02-22,113
E40000005,South East,nhsRegion,2021-02-21,160
E40000005,South East,nhsRegion,2021-02-20,113
E40000005,South East,nhsRegion,2021-02-19,155
E40000005,South East,nhsRegion,2021-02-18,155
E40000005,South East,nhsRegion,2021-02-17,183
E40000005,South East,nhsRegion,2021-02-16,215
E40000005,South East,nhsRegion,2021-02-15,144
E40000005,South East,nhsRegion,2021-02-14,218
E40000005,South East,nhsRegion,2021-02-13,167
E40000005,South East,nhsRegion,2021-02-12,183
E40000005,South East,nhsRegion,2021-02-11,171
E40000005,South East,nhsRegion,2021-02-10,208
E40000005,South East,nhsRegion,2021-02-09,200
E40000005,South East,nhsRegion,2021-02-08,234
E40000005,South East,nhsRegion,2021-02-07,206
E40000005,South East,nhsRegion,2021-02-06,226
E40000005,South East,nhsRegion,2021-02-05,235
E40000005,South East,nhsRegion,2021-02-04,249
E40000005,South East,nhsRegion,2021-02-03,298
E40000005,South East,nhsRegion,2021-02-02,297
E40000005,South East,nhsRegion,2021-02-01,335
E40000005,South East,nhsRegion,2021-01-31,315
E40000005,South East,nhsRegion,2021-01-30,349
E40000005,South East,nhsRegion,2021-01-29,307
E40000005,South East,nhsRegion,2021-01-28,390
E40000005,South East,nhsRegion,2021-01-27,400
E40000005,South East,nhsRegion,2021-01-26,394
E40000005,South East,nhsRegion,2021-01-25,372
E40000005,South East,nhsRegion,2021-01-24,385
E40000005,South East,nhsRegion,2021-01-23,453
E40000005,South East,nhsRegion,2021-01-22,397
E40000005,South East,nhsRegion,2021-01-21,501
E40000005,South East,nhsRegion,2021-01-20,558
E40000005,South East,nhsRegion,2021-01-19,538
E40000005,South East,nhsRegion,2021-01-18,526
E40000005,South East,nhsRegion,2021-01-17,520
E40000005,South East,nhsRegion,2021-01-16,490
E40000005,South East,nhsRegion,2021-01-15,472
E40000005,South East,nhsRegion,2021-01-14,582
E40000005,South East,nhsRegion,2021-01-13,622
E40000005,South East,nhsRegion,2021-01-12,630
E40000005,South East,nhsRegion,2021-01-11,607
E40000005,South East,nhsRegion,2021-01-10,583
E40000005,South East,nhsRegion,2021-01-09,656
E40000005,South East,nhsRegion,2021-01-08,641
E40000005,South East,nhsRegion,2021-01-07,661
E40000005,South East,nhsRegion,2021-01-06,716
E40000005,South East,nhsRegion,2021-01-05,637
E40000005,South East,nhsRegion,2021-01-04,657
E40000005,South East,nhsRegion,2021-01-03,665
E40000005,South East,nhsRegion,2021-01-02,591
E40000005,South East,nhsRegion,2021-01-01,638
E40000005,South East,nhsRegion,2020-12-31,404
E40000005,South East,nhsRegion,2020-12-30,552
E40000005,South East,nhsRegion,2020-12-29,504
E40000005,South East,nhsRegion,2020-12-28,423
E40000005,South East,nhsRegion,2020-12-27,515
E40000005,South East,nhsRegion,2020-12-26,421
E40000005,South East,nhsRegion,2020-12-25,329
E40000005,South East,nhsRegion,2020-12-24,327
E40000005,South East,nhsRegion,2020-12-23,321
E40000005,South East,nhsRegion,2020-12-22,368
E40000005,South East,nhsRegion,2020-12-21,354
E40000005,South East,nhsRegion,2020-12-20,347
E40000005,South East,nhsRegion,2020-12-19,379
E40000005,South East,nhsRegion,2020-12-18,300
E40000005,South East,nhsRegion,2020-12-17,309
E40000005,South East,nhsRegion,2020-12-16,337
E40000005,South East,nhsRegion,2020-12-15,271
E40000005,South East,nhsRegion,2020-12-14,249
E40000005,South East,nhsRegion,2020-12-13,258
E40000005,South East,nhsRegion,2020-12-12,262
E40000005,South East,nhsRegion,2020-12-11,235
E40000005,South East,nhsRegion,2020-12-10,259
E40000005,South East,nhsRegion,2020-12-09,232
E40000005,South East,nhsRegion,2020-12-08,203
E40000005,South East,nhsRegion,2020-12-07,204
E40000005,South East,nhsRegion,2020-12-06,195
E40000005,South East,nhsRegion,2020-12-05,187
E40000005,South East,nhsRegion,2020-12-04,175
E40000005,South East,nhsRegion,2020-12-03,208
E40000005,South East,nhsRegion,2020-12-02,179
E40000005,South East,nhsRegion,2020-12-01,134
E40000005,South East,nhsRegion,2020-11-30,152
E40000005,South East,nhsRegion,2020-11-29,164
E40000005,South East,nhsRegion,2020-11-28,147
E40000005,South East,nhsRegion,2020-11-27,124
E40000005,South East,nhsRegion,2020-11-26,136
E40000005,South East,nhsRegion,2020-11-25,166
E40000005,South East,nhsRegion,2020-11-24,148
E40000005,South East,nhsRegion,2020-11-23,158
E40000005,South East,nhsRegion,2020-11-22,144
E40000005,South East,nhsRegion,2020-11-21,174
E40000005,South East,nhsRegion,2020-11-20,145
E40000005,South East,nhsRegion,2020-11-19,201
E40000005,South East,nhsRegion,2020-11-18,164
E40000005,South East,nhsRegion,2020-11-17,141
E40000005,South East,nhsRegion,2020-11-16,139
E40000005,South East,nhsRegion,2020-11-15,130
E40000005,South East,nhsRegion,2020-11-14,132
E40000005,South East,nhsRegion,2020-11-13,97
E40000005,South East,nhsRegion,2020-11-12,181
E40000005,South East,nhsRegion,2020-11-11,149
E40000005,South East,nhsRegion,2020-11-10,110
E40000005,South East,nhsRegion,2020-11-09,137
E40000005,South East,nhsRegion,2020-11-08,137
E40000005,South East,nhsRegion,2020-11-07,150
E40000005,South East,nhsRegion,2020-11-06,107
E40000005,South East,nhsRegion,2020-11-05,140
E40000005,South East,nhsRegion,2020-11-04,109
E40000005,South East,nhsRegion,2020-11-03,81
E40000005,South East,nhsRegion,2020-11-02,115
E40000005,South East,nhsRegion,2020-11-01,88
E40000005,South East,nhsRegion,2020-10-31,98
E40000005,South East,nhsRegion,2020-10-30,84
E40000005,South East,nhsRegion,2020-10-29,103
E40000005,South East,nhsRegion,2020-10-28,81
E40000005,South East,nhsRegion,2020-10-27,84
E40000005,South East,nhsRegion,2020-10-26,86
E40000005,South East,nhsRegion,2020-10-25,67
E40000005,South East,nhsRegion,2020-10-24,65
E40000005,South East,nhsRegion,2020-10-23,70
E40000005,South East,nhsRegion,2020-10-22,77
E40000005,South East,nhsRegion,2020-10-21,65
E40000005,South East,nhsRegion,2020-10-20,37
E40000005,South East,nhsRegion,2020-10-19,51
E40000005,South East,nhsRegion,2020-10-18,40
E40000005,South East,nhsRegion,2020-10-17,34
E40000005,South East,nhsRegion,2020-10-16,33
E40000005,South East,nhsRegion,2020-10-15,52
E40000005,South East,nhsRegion,2020-10-14,38
E40000005,South East,nhsRegion,2020-10-13,48
E40000005,South East,nhsRegion,2020-10-12,37
E40000005,South East,nhsRegion,2020-10-11,27
E40000005,South East,nhsRegion,2020-10-10,30
E40000005,South East,nhsRegion,2020-10-09,34
E40000005,South East,nhsRegion,2020-10-08,36
E40000005,South East,nhsRegion,2020-10-07,41
E40000005,South East,nhsRegion,2020-10-06,25
E40000005,South East,nhsRegion,2020-10-05,21
E40000005,South East,nhsRegion,2020-10-04,18
E40000005,South East,nhsRegion,2020-10-03,19
E40000005,South East,nhsRegion,2020-10-02,12
E40000005,South East,nhsRegion,2020-10-01,16
E40000005,South East,nhsRegion,2020-09-30,22
E40000005,South East,nhsRegion,2020-09-29,14
E40000005,South East,nhsRegion,2020-09-28,13
E40000005,South East,nhsRegion,2020-09-27,6
E40000005,South East,nhsRegion,2020-09-26,14
E40000005,South East,nhsRegion,2020-09-25,18
E40000005,South East,nhsRegion,2020-09-24,15
E40000005,South East,nhsRegion,2020-09-23,24
E40000005,South East,nhsRegion,2020-09-22,15
E40000005,South East,nhsRegion,2020-09-21,14
E40000005,South East,nhsRegion,2020-09-20,9
E40000005,South East,nhsRegion,2020-09-19,16
E40000005,South East,nhsRegion,2020-09-18,9
E40000005,South East,nhsRegion,2020-09-17,8
E40000005,South East,nhsRegion,2020-09-16,13
E40000005,South East,nhsRegion,2020-09-15,7
E40000005,South East,nhsRegion,2020-09-14,9
E40000005,South East,nhsRegion,2020-09-13,12
E40000005,South East,nhsRegion,2020-09-12,12
E40000005,South East,nhsRegion,2020-09-11,11
E40000005,South East,nhsRegion,2020-09-10,10
E40000005,South East,nhsRegion,2020-09-09,17
E40000005,South East,nhsRegion,2020-09-08,9
E40000005,South East,nhsRegion,2020-09-07,4
E40000005,South East,nhsRegion,2020-09-06,8
E40000005,South East,nhsRegion,2020-09-05,6
E40000005,South East,nhsRegion,2020-09-04,9
E40000005,South East,nhsRegion,2020-09-03,8
E40000005,South East,nhsRegion,2020-09-02,12
E40000005,South East,nhsRegion,2020-09-01,7
E40000005,South East,nhsRegion,2020-08-31,6
E40000005,South East,nhsRegion,2020-08-30,2
E40000005,South East,nhsRegion,2020-08-29,5
E40000005,South East,nhsRegion,2020-08-28,7
E40000005,South East,nhsRegion,2020-08-27,12
E40000005,South East,nhsRegion,2020-08-26,7
E40000005,South East,nhsRegion,2020-08-25,9
E40000005,South East,nhsRegion,2020-08-24,8
E40000005,South East,nhsRegion,2020-08-23,8
E40000005,South East,nhsRegion,2020-08-22,5
E40000005,South East,nhsRegion,2020-08-21,2
E40000005,South East,nhsRegion,2020-08-20,4
E40000005,South East,nhsRegion,2020-08-19,7
E40000005,South East,nhsRegion,2020-08-18,6
E40000005,South East,nhsRegion,2020-08-17,5
E40000005,South East,nhsRegion,2020-08-16,5
E40000005,South East,nhsRegion,2020-08-15,3
E40000005,South East,nhsRegion,2020-08-14,9
E40000005,South East,nhsRegion,2020-08-13,10
E40000005,South East,nhsRegion,2020-08-12,13
E40000005,South East,nhsRegion,2020-08-11,3
E40000005,South East,nhsRegion,2020-08-10,4
E40000005,South East,nhsRegion,2020-08-09,4
E40000005,South East,nhsRegion,2020-08-08,7
E40000005,South East,nhsRegion,2020-08-07,6
E40000005,South East,nhsRegion,2020-08-06,2
E40000005,South East,nhsRegion,2020-08-05,12
E40000005,South East,nhsRegion,2020-08-04,9
E40000005,South East,nhsRegion,2020-08-03,4
E40000005,South East,nhsRegion,2020-08-02,5
E40000005,South East,nhsRegion,2020-08-01,14
E40000005,South East,nhsRegion,2020-07-31,10
E40000005,South East,nhsRegion,2020-07-30,8
E40000005,South East,nhsRegion,2020-07-29,9
E40000005,South East,nhsRegion,2020-07-28,12
E40000005,South East,nhsRegion,2020-07-27,13
E40000005,South East,nhsRegion,2020-07-26,9
E40000005,South East,nhsRegion,2020-07-25,7
E40000005,South East,nhsRegion,2020-07-24,14
E40000005,South East,nhsRegion,2020-07-23,12
E40000005,South East,nhsRegion,2020-07-22,11
E40000005,South East,nhsRegion,2020-07-21,7
E40000005,South East,nhsRegion,2020-07-20,8
E40000005,South East,nhsRegion,2020-07-19,13
E40000005,South East,nhsRegion,2020-07-18,11
E40000005,South East,nhsRegion,2020-07-17,12
E40000005,South East,nhsRegion,2020-07-16,15
E40000005,South East,nhsRegion,2020-07-15,15
E40000005,South East,nhsRegion,2020-07-14,15
E40000005,South East,nhsRegion,2020-07-13,25
E40000005,South East,nhsRegion,2020-07-12,8
E40000005,South East,nhsRegion,2020-07-11,14
E40000005,South East,nhsRegion,2020-07-10,16
E40000005,South East,nhsRegion,2020-07-09,25
E40000005,South East,nhsRegion,2020-07-08,19
E40000005,South East,nhsRegion,2020-07-07,23
E40000005,South East,nhsRegion,2020-07-06,19
E40000005,South East,nhsRegion,2020-07-05,15
E40000005,South East,nhsRegion,2020-07-04,21
E40000005,South East,nhsRegion,2020-07-03,19
E40000005,South East,nhsRegion,2020-07-02,20
E40000005,South East,nhsRegion,2020-07-01,27
E40000005,South East,nhsRegion,2020-06-30,31
E40000005,South East,nhsRegion,2020-06-29,23
E40000005,South East,nhsRegion,2020-06-28,24
E40000005,South East,nhsRegion,2020-06-27,31
E40000005,South East,nhsRegion,2020-06-26,22
E40000005,South East,nhsRegion,2020-06-25,27
E40000005,South East,nhsRegion,2020-06-24,27
E40000005,South East,nhsRegion,2020-06-23,21
E40000005,South East,nhsRegion,2020-06-22,32
E40000005,South East,nhsRegion,2020-06-21,27
E40000005,South East,nhsRegion,2020-06-20,35
E40000005,South East,nhsRegion,2020-06-19,25
E40000005,South East,nhsRegion,2020-06-18,22
E40000005,South East,nhsRegion,2020-06-17,28
E40000005,South East,nhsRegion,2020-06-16,37
E40000005,South East,nhsRegion,2020-06-15,45
E40000005,South East,nhsRegion,2020-06-14,46
E40000005,South East,nhsRegion,2020-06-13,28
E40000005,South East,nhsRegion,2020-06-12,28
E40000005,South East,nhsRegion,2020-06-11,27
E40000005,South East,nhsRegion,2020-06-10,23
E40000005,South East,nhsRegion,2020-06-09,39
E40000005,South East,nhsRegion,2020-06-08,38
E40000005,South East,nhsRegion,2020-06-07,43
E40000005,South East,nhsRegion,2020-06-06,49
E40000005,South East,nhsRegion,2020-06-05,42
E40000005,South East,nhsRegion,2020-06-04,56
E40000005,South East,nhsRegion,2020-06-03,57
E40000005,South East,nhsRegion,2020-06-02,83
E40000005,South East,nhsRegion,2020-06-01,56
E40000005,South East,nhsRegion,2020-05-31,46
E40000005,South East,nhsRegion,2020-05-30,74
E40000005,South East,nhsRegion,2020-05-29,65
E40000005,South East,nhsRegion,2020-05-28,79
E40000005,South East,nhsRegion,2020-05-27,72
E40000005,South East,nhsRegion,2020-05-26,74
E40000005,South East,nhsRegion,2020-05-25,82
E40000005,South East,nhsRegion,2020-05-24,78
E40000005,South East,nhsRegion,2020-05-23,59
E40000005,South East,nhsRegion,2020-05-22,78
E40000005,South East,nhsRegion,2020-05-21,88
E40000005,South East,nhsRegion,2020-05-20,107
E40000005,South East,nhsRegion,2020-05-19,96
E40000005,South East,nhsRegion,2020-05-18,104
E40000005,South East,nhsRegion,2020-05-17,94
E40000005,South East,nhsRegion,2020-05-16,71
E40000005,South East,nhsRegion,2020-05-15,85
E40000005,South East,nhsRegion,2020-05-14,113
E40000005,South East,nhsRegion,2020-05-13,99
E40000005,South East,nhsRegion,2020-05-12,109
E40000005,South East,nhsRegion,2020-05-11,113
E40000005,South East,nhsRegion,2020-05-10,139
E40000005,South East,nhsRegion,2020-05-09,96
E40000005,South East,nhsRegion,2020-05-08,91
E40000005,South East,nhsRegion,2020-05-07,107
E40000005,South East,nhsRegion,2020-05-06,127
E40000005,South East,nhsRegion,2020-05-05,111
E40000005,South East,nhsRegion,2020-05-04,121
E40000005,South East,nhsRegion,2020-05-03,137
E40000005,South East,nhsRegion,2020-05-02,142
E40000005,South East,nhsRegion,2020-05-01,154
E40000005,South East,nhsRegion,2020-04-30,164
E40000005,South East,nhsRegion,2020-04-29,196
E40000005,South East,nhsRegion,2020-04-28,153
E40000005,South East,nhsRegion,2020-04-27,199
E40000005,South East,nhsRegion,2020-04-26,182
E40000005,South East,nhsRegion,2020-04-25,168
E40000005,South East,nhsRegion,2020-04-24,235
E40000005,South East,nhsRegion,2020-04-23,181
E40000005,South East,nhsRegion,2020-04-22,202
E40000005,South East,nhsRegion,2020-04-21,198
E40000005,South East,nhsRegion,2020-04-20,227
E40000005,South East,nhsRegion,2020-04-19,199
E40000005,South East,nhsRegion,2020-04-18,180
E40000005,South East,nhsRegion,2020-04-17,260
E40000005,South East,nhsRegion,2020-04-16,326
E40000005,South East,nhsRegion,2020-04-15,228
E40000005,South East,nhsRegion,2020-04-14,185
E40000005,South East,nhsRegion,2020-04-13,227
E40000005,South East,nhsRegion,2020-04-12,228
E40000005,South East,nhsRegion,2020-04-11,235
E40000005,South East,nhsRegion,2020-04-10,269
E40000005,South East,nhsRegion,2020-04-09,286
E40000005,South East,nhsRegion,2020-04-08,249
E40000005,South East,nhsRegion,2020-04-07,353
E40000005,South East,nhsRegion,2020-04-06,326
E40000005,South East,nhsRegion,2020-04-05,277
E40000005,South East,nhsRegion,2020-04-04,348
E40000005,South East,nhsRegion,2020-04-03,332
E40000005,South East,nhsRegion,2020-04-02,322
E40000005,South East,nhsRegion,2020-04-01,304
E40000005,South East,nhsRegion,2020-03-31,295
E40000005,South East,nhsRegion,2020-03-30,317
E40000005,South East,nhsRegion,2020-03-29,273
E40000005,South East,nhsRegion,2020-03-28,250
E40000005,South East,nhsRegion,2020-03-27,230
E40000005,South East,nhsRegion,2020-03-26,138
E40000005,South East,nhsRegion,2020-03-25,141
E40000005,South East,nhsRegion,2020-03-24,123
E40000005,South East,nhsRegion,2020-03-23,114
E40000005,South East,nhsRegion,2020-03-22,94
E40000005,South East,nhsRegion,2020-03-21,91
E40000005,South East,nhsRegion,2020-03-20,90
E40000005,South East,nhsRegion,2020-03-19,103
E40000006,South West,nhsRegion,2022-12-12,123
E40000006,South West,nhsRegion,2022-12-11,94
E40000006,South West,nhsRegion,2022-12-10,92
E40000006,South West,nhsRegion,2022-12-09,55
E40000006,South West,nhsRegion,2022-12-08,104
E40000006,South West,nhsRegion,2022-12-07,86
E40000006,South West,nhsRegion,2022-12-06,142
E40000006,South West,nhsRegion,2022-12-05,101
E40000006,South West,nhsRegion,2022-12-04,86
E40000006,South West,nhsRegion,2022-12-03,47
E40000006,South West,nhsRegion,2022-12-02,55
E40000006,South West,nhsRegion,2022-12-01,58
E40000006,South West,nhsRegion,2022-11-30,59
E40000006,South West,nhsRegion,2022-11-29,59
E40000006,South West,nhsRegion,2022-11-28,73
E40000006,South West,nhsRegion,2022-11-27,55
E40000006,South West,nhsRegion,2022-11-26,48
E40000006,South West,nhsRegion,2022-11-25,39
E40000006,South West,nhsRegion,2022-11-24,65
E40000006,South West,nhsRegion,2022-11-23,48
E40000006,South West,nhsRegion,2022-11-22,48
E40000006,South West,nhsRegion,2022-11-21,30
E40000006,South West,nhsRegion,2022-11-20,28
E40000006,South West,nhsRegion,2022-11-19,29
E40000006,South West,nhsRegion,2022-11-18,36
E40000006,South West,nhsRegion,2022-11-17,49
E40000006,South West,nhsRegion,2022-11-16,51
E40000006,South West,nhsRegion,2022-11-15,46
E40000006,South West,nhsRegion,2022-11-14,51
E40000006,South West,nhsRegion,2022-11-13,34
E40000006,South West,nhsRegion,2022-11-12,36
E40000006,South West,nhsRegion,2022-11-11,39
E40000006,South West,nhsRegion,2022-11-10,58
E40000006,South West,nhsRegion,2022-11-09,55
E40000006,South West,nhsRegion,2022-11-08,49
E40000006,South West,nhsRegion,2022-11-07,54
E40000006,South West,nhsRegion,2022-11-06,45
E40000006,South West,nhsRegion,2022-11-05,43
E40000006,South West,nhsRegion,2022-11-04,38
E40000006,South West,nhsRegion,2022-11-03,50
E40000006,South West,nhsRegion,2022-11-02,41
E40000006,South West,nhsRegion,2022-11-01,71
E40000006,South West,nhsRegion,2022-10-31,75
E40000006,South West,nhsRegion,2022-10-30,61
E40000006,South West,nhsRegion,2022-10-29,56
E40000006,South West,nhsRegion,2022-10-28,50
E40000006,South West,nhsRegion,2022-10-27,75
E40000006,South West,nhsRegion,2022-10-26,97
E40000006,South West,nhsRegion,2022-10-25,97
E40000006,South West,nhsRegion,2022-10-24,99
E40000006,South West,nhsRegion,2022-10-23,85
E40000006,South West,nhsRegion,2022-10-22,69
E40000006,South West,nhsRegion,2022-10-21,72
E40000006,South West,nhsRegion,2022-10-20,93
E40000006,South West,nhsRegion,2022-10-19,114
E40000006,South West,nhsRegion,2022-10-18,119
E40000006,South West,nhsRegion,2022-10-17,145
E40000006,South West,nhsRegion,2022-10-16,125
E40000006,South West,nhsRegion,2022-10-15,112
E40000006,South West,nhsRegion,2022-10-14,96
E40000006,South West,nhsRegion,2022-10-13,117
E40000006,South West,nhsRegion,2022-10-12,150
E40000006,South West,nhsRegion,2022-10-11,148
E40000006,South West,nhsRegion,2022-10-10,129
E40000006,South West,nhsRegion,2022-10-09,126
E40000006,South West,nhsRegion,2022-10-08,96
E40000006,South West,nhsRegion,2022-10-07,91
E40000006,South West,nhsRegion,2022-10-06,106
E40000006,South West,nhsRegion,2022-10-05,139
E40000006,South West,nhsRegion,2022-10-04,137
E40000006,South West,nhsRegion,2022-10-03,183
E40000006,South West,nhsRegion,2022-10-02,160
E40000006,South West,nhsRegion,2022-10-01,120
E40000006,South West,nhsRegion,2022-09-30,73
E40000006,South West,nhsRegion,2022-09-29,129
E40000006,South West,nhsRegion,2022-09-28,121
E40000006,South West,nhsRegion,2022-09-27,149
E40000006,South West,nhsRegion,2022-09-26,127
E40000006,South West,nhsRegion,2022-09-25,124
E40000006,South West,nhsRegion,2022-09-24,87
E40000006,South West,nhsRegion,2022-09-23,75
