areaCode,areaName,areaType,date,cumVaccinationSecondDoseUptakeByPublishDatePercentage
W92000004,Wales,nation,2021-02-23,2.2
W92000004,Wales,nation,2021-02-22,1.8
W92000004,Wales,nation,2021-02-21,1.6
W92000004,Wales,nation,2021-02-20,1.4
W92000004,Wales,nation,2021-02-19,1.2
W92000004,Wales,nation,2021-02-18,0.9
W92000004,Wales,nation,2021-02-17,0.7
W92000004,Wales,nation,2021-02-16,0.5
W92000004,Wales,nation,2021-02-15,0.3
W92000004,Wales,nation,2021-02-14,0.2
W92000004,Wales,nation,2021-02-13,0.2
W92000004,Wales,nation,2021-02-12,0.2
W92000004,Wales,nation,2021-02-11,0.1
W92000004,Wales,nation,2021-02-10,0.1
W92000004,Wales,nation,2021-02-09,0.1
W92000004,Wales,nation,2021-02-08,0.1
W92000004,Wales,nation,2021-02-07,0.1
W92000004,Wales,nation,2021-02-06,0.1
W92000004,Wales,nation,2021-02-05,0.1
W92000004,Wales,nation,2021-02-04,0.1
