areaCode,areaName,areaType,date,variant,cumWeeklySequenced,newWeeklyPercentage
E12000001,North East,region,2021-03-07,V-20DEC-01 (Alpha),20222.0,98.4
E12000001,North East,region,2021-03-07,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000001,North East,region,2021-03-07,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000001,North East,region,2021-03-07,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000001,North East,region,2021-03-07,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000001,North East,region,2021-03-07,VOC-22APR-03 (Omicron BA.4),0.0,0.0
E12000001,North East,region,2021-03-07,VOC-22APR-04 (Omicron BA.5),0.0,0.0
E12000001,North East,region,2021-03-07,VOC-22JAN-01 (Omicron BA.2),0.0,0.0
E12000001,North East,region,2021-02-28,Other,18708.0,1.6
E12000001,North East,region,2021-02-28,V-20DEC-01 (Alpha),18708.0,98.3
E12000001,North East,region,2021-02-28,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000001,North East,region,2021-02-28,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000001,North East,region,2021-02-28,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000001,North East,region,2021-02-28,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000001,North East,region,2021-02-28,VOC-22APR-03 (Omicron BA.4),0.0,0.0
E12000001,North East,region,2021-02-28,VOC-22APR-04 (Omicron BA.5),0.0,0.0
E12000001,North East,region,2021-02-28,VOC-22JAN-01 (Omicron BA.2),0.0,0.0
E12000001,North East,region,2021-02-21,Other,17553.0,1.5
E12000001,North East,region,2021-02-21,V-20DEC-01 (Alpha),17553.0,98.5
E12000001,North East,region,2021-02-21,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000001,North East,region,2021-02-21,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000001,North East,region,2021-02-21,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000001,North East,region,2021-02-21,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000001,North East,region,2021-02-21,VOC-22APR-03 (Omicron BA.4),0.0,0.0
E12000001,North East,region,2021-02-21,VOC-22APR-04 (Omicron BA.5),0.0,0.0
E12000001,North East,region,2021-02-21,VOC-22JAN-01 (Omicron BA.2),0.0,0.0
E12000001,North East,region,2021-02-14,Other,15881.0,3.4
E12000001,North East,region,2021-02-14,V-20DEC-01 (Alpha),15881.0,96.6
E12000001,North East,region,2021-02-14,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000001,North East,region,2021-02-14,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000001,North East,region,2021-02-14,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000001,North East,region,2021-02-14,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000001,North East,region,2021-02-14,VOC-22APR-03 (Omicron BA.4),0.0,0.0
E12000001,North East,region,2021-02-14,VOC-22APR-04 (Omicron BA.5),0.0,0.0
E12000001,North East,region,2021-02-14,VOC-22JAN-01 (Omicron BA.2),0.0,0.0
E12000002,North West,region,2022-10-30,Other,340716.0,14.8
E12000002,North West,region,2022-10-30,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-10-30,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-10-30,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-10-30,V-22OCT-01 (Omicron BQ.1),340716.0,44.2
E12000002,North West,region,2022-10-30,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-10-30,VOC-22APR-03 (Omicron BA.4),0.0,0.0
E12000002,North West,region,2022-10-30,VOC-22APR-04 (Omicron BA.5),340716.0,40.1
E12000002,North West,region,2022-10-30,VOC-22JAN-01 (Omicron BA.2),340716.0,0.8
E12000002,North West,region,2022-10-23,Other,340325.0,10.2
E12000002,North West,region,2022-10-23,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-10-23,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-10-23,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-10-23,V-22OCT-01 (Omicron BQ.1),340325.0,42.9
E12000002,North West,region,2022-10-23,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-10-23,VOC-22APR-03 (Omicron BA.4),340325.0,0.3
E12000002,North West,region,2022-10-23,VOC-22APR-04 (Omicron BA.5),340325.0,46.1
E12000002,North West,region,2022-10-23,VOC-22JAN-01 (Omicron BA.2),340325.0,0.5
E12000002,North West,region,2022-10-16,Other,339754.0,12.2
E12000002,North West,region,2022-10-16,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-10-16,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-10-16,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-10-16,V-22OCT-01 (Omicron BQ.1),339754.0,26.4
E12000002,North West,region,2022-10-16,VOC-21NOV-01 (Omicron BA.1),339754.0,0.1
E12000002,North West,region,2022-10-16,VOC-22APR-03 (Omicron BA.4),339754.0,0.8
E12000002,North West,region,2022-10-16,VOC-22APR-04 (Omicron BA.5),339754.0,60.3
E12000002,North West,region,2022-10-16,VOC-22JAN-01 (Omicron BA.2),339754.0,0.3
E12000002,North West,region,2022-10-09,Other,339014.0,11.9
E12000002,North West,region,2022-10-09,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-10-09,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-10-09,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-10-09,V-22OCT-01 (Omicron BQ.1),339014.0,16.0
E12000002,North West,region,2022-10-09,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-10-09,VOC-22APR-03 (Omicron BA.4),339014.0,0.3
E12000002,North West,region,2022-10-09,VOC-22APR-04 (Omicron BA.5),339014.0,71.3
E12000002,North West,region,2022-10-09,VOC-22JAN-01 (Omicron BA.2),339014.0,0.5
E12000002,North West,region,2022-10-02,Other,338239.0,13.5
E12000002,North West,region,2022-10-02,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-10-02,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-10-02,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-10-02,V-22OCT-01 (Omicron BQ.1),338239.0,12.7
E12000002,North West,region,2022-10-02,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-10-02,VOC-22APR-03 (Omicron BA.4),338239.0,0.8
E12000002,North West,region,2022-10-02,VOC-22APR-04 (Omicron BA.5),338239.0,72.8
E12000002,North West,region,2022-10-02,VOC-22JAN-01 (Omicron BA.2),338239.0,0.1
E12000002,North West,region,2022-09-25,Other,337418.0,14.5
E12000002,North West,region,2022-09-25,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-09-25,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-09-25,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-09-25,V-22OCT-01 (Omicron BQ.1),337418.0,7.5
E12000002,North West,region,2022-09-25,VOC-21NOV-01 (Omicron BA.1),337418.0,0.2
E12000002,North West,region,2022-09-25,VOC-22APR-03 (Omicron BA.4),337418.0,0.8
E12000002,North West,region,2022-09-25,VOC-22APR-04 (Omicron BA.5),337418.0,77.0
E12000002,North West,region,2022-09-25,VOC-22JAN-01 (Omicron BA.2),0.0,0.0
E12000002,North West,region,2022-09-18,Other,336791.0,10.2
E12000002,North West,region,2022-09-18,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-09-18,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-09-18,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-09-18,V-22OCT-01 (Omicron BQ.1),336791.0,4.7
E12000002,North West,region,2022-09-18,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-09-18,VOC-22APR-03 (Omicron BA.4),336791.0,3.8
E12000002,North West,region,2022-09-18,VOC-22APR-04 (Omicron BA.5),336791.0,81.4
E12000002,North West,region,2022-09-18,VOC-22JAN-01 (Omicron BA.2),0.0,0.0
E12000002,North West,region,2022-09-11,Other,336340.0,13.7
E12000002,North West,region,2022-09-11,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-09-11,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-09-11,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-09-11,V-22OCT-01 (Omicron BQ.1),336340.0,1.1
E12000002,North West,region,2022-09-11,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-09-11,VOC-22APR-03 (Omicron BA.4),336340.0,2.8
E12000002,North West,region,2022-09-11,VOC-22APR-04 (Omicron BA.5),336340.0,82.5
E12000002,North West,region,2022-09-11,VOC-22JAN-01 (Omicron BA.2),0.0,0.0
E12000002,North West,region,2022-09-04,Other,335981.0,13.6
E12000002,North West,region,2022-09-04,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-09-04,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-09-04,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-09-04,V-22OCT-01 (Omicron BQ.1),335981.0,1.2
E12000002,North West,region,2022-09-04,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-09-04,VOC-22APR-03 (Omicron BA.4),335981.0,4.2
E12000002,North West,region,2022-09-04,VOC-22APR-04 (Omicron BA.5),335981.0,80.7
E12000002,North West,region,2022-09-04,VOC-22JAN-01 (Omicron BA.2),335981.0,0.3
E12000002,North West,region,2022-08-28,Other,335650.0,8.7
E12000002,North West,region,2022-08-28,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-08-28,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-08-28,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-08-28,V-22OCT-01 (Omicron BQ.1),335650.0,0.3
E12000002,North West,region,2022-08-28,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-08-28,VOC-22APR-03 (Omicron BA.4),335650.0,2.6
E12000002,North West,region,2022-08-28,VOC-22APR-04 (Omicron BA.5),335650.0,88.2
E12000002,North West,region,2022-08-28,VOC-22JAN-01 (Omicron BA.2),335650.0,0.3
E12000002,North West,region,2022-08-21,Other,335269.0,11.3
E12000002,North West,region,2022-08-21,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-08-21,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-08-21,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-08-21,V-22OCT-01 (Omicron BQ.1),335269.0,0.3
E12000002,North West,region,2022-08-21,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-08-21,VOC-22APR-03 (Omicron BA.4),335269.0,4.2
E12000002,North West,region,2022-08-21,VOC-22APR-04 (Omicron BA.5),335269.0,84.1
E12000002,North West,region,2022-08-21,VOC-22JAN-01 (Omicron BA.2),0.0,0.0
E12000002,North West,region,2022-08-14,Other,334916.0,8.3
E12000002,North West,region,2022-08-14,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-08-14,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-08-14,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-08-14,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000002,North West,region,2022-08-14,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-08-14,VOC-22APR-03 (Omicron BA.4),334916.0,4.5
E12000002,North West,region,2022-08-14,VOC-22APR-04 (Omicron BA.5),334916.0,86.7
E12000002,North West,region,2022-08-14,VOC-22JAN-01 (Omicron BA.2),334916.0,0.5
E12000002,North West,region,2022-08-07,Other,334541.0,9.6
E12000002,North West,region,2022-08-07,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-08-07,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-08-07,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-08-07,V-22OCT-01 (Omicron BQ.1),334541.0,0.1
E12000002,North West,region,2022-08-07,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-08-07,VOC-22APR-03 (Omicron BA.4),334541.0,8.5
E12000002,North West,region,2022-08-07,VOC-22APR-04 (Omicron BA.5),334541.0,81.6
E12000002,North West,region,2022-08-07,VOC-22JAN-01 (Omicron BA.2),334541.0,0.1
E12000002,North West,region,2022-07-31,Other,333833.0,9.4
E12000002,North West,region,2022-07-31,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-07-31,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-07-31,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-07-31,V-22OCT-01 (Omicron BQ.1),333833.0,0.2
E12000002,North West,region,2022-07-31,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-07-31,VOC-22APR-03 (Omicron BA.4),333833.0,7.3
E12000002,North West,region,2022-07-31,VOC-22APR-04 (Omicron BA.5),333833.0,82.4
E12000002,North West,region,2022-07-31,VOC-22JAN-01 (Omicron BA.2),333833.0,0.7
E12000002,North West,region,2022-07-24,Other,332981.0,7.7
E12000002,North West,region,2022-07-24,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-07-24,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-07-24,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-07-24,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000002,North West,region,2022-07-24,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-07-24,VOC-22APR-03 (Omicron BA.4),332981.0,8.5
E12000002,North West,region,2022-07-24,VOC-22APR-04 (Omicron BA.5),332981.0,83.0
E12000002,North West,region,2022-07-24,VOC-22JAN-01 (Omicron BA.2),332981.0,0.8
E12000002,North West,region,2022-07-17,Other,331983.0,6.3
E12000002,North West,region,2022-07-17,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-07-17,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-07-17,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-07-17,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000002,North West,region,2022-07-17,VOC-21NOV-01 (Omicron BA.1),331983.0,0.1
E12000002,North West,region,2022-07-17,VOC-22APR-03 (Omicron BA.4),331983.0,11.7
E12000002,North West,region,2022-07-17,VOC-22APR-04 (Omicron BA.5),331983.0,81.2
E12000002,North West,region,2022-07-17,VOC-22JAN-01 (Omicron BA.2),331983.0,0.8
E12000002,North West,region,2022-07-10,Other,330674.0,5.0
E12000002,North West,region,2022-07-10,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-07-10,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-07-10,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-07-10,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000002,North West,region,2022-07-10,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-07-10,VOC-22APR-03 (Omicron BA.4),330674.0,13.3
E12000002,North West,region,2022-07-10,VOC-22APR-04 (Omicron BA.5),330674.0,79.3
E12000002,North West,region,2022-07-10,VOC-22JAN-01 (Omicron BA.2),330674.0,2.3
E12000002,North West,region,2022-07-03,Other,329382.0,3.7
E12000002,North West,region,2022-07-03,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-07-03,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-07-03,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-07-03,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000002,North West,region,2022-07-03,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-07-03,VOC-22APR-03 (Omicron BA.4),329382.0,17.7
E12000002,North West,region,2022-07-03,VOC-22APR-04 (Omicron BA.5),329382.0,74.4
E12000002,North West,region,2022-07-03,VOC-22JAN-01 (Omicron BA.2),329382.0,4.2
E12000002,North West,region,2022-06-26,Other,328006.0,5.8
E12000002,North West,region,2022-06-26,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-06-26,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-06-26,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-06-26,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000002,North West,region,2022-06-26,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-06-26,VOC-22APR-03 (Omicron BA.4),328006.0,18.6
E12000002,North West,region,2022-06-26,VOC-22APR-04 (Omicron BA.5),328006.0,67.5
E12000002,North West,region,2022-06-26,VOC-22JAN-01 (Omicron BA.2),328006.0,8.2
E12000002,North West,region,2022-06-19,Other,326316.0,4.4
E12000002,North West,region,2022-06-19,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-06-19,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-06-19,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-06-19,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000002,North West,region,2022-06-19,VOC-21NOV-01 (Omicron BA.1),326316.0,0.1
E12000002,North West,region,2022-06-19,VOC-22APR-03 (Omicron BA.4),326316.0,22.8
E12000002,North West,region,2022-06-19,VOC-22APR-04 (Omicron BA.5),326316.0,59.3
E12000002,North West,region,2022-06-19,VOC-22JAN-01 (Omicron BA.2),326316.0,13.4
E12000002,North West,region,2022-06-12,Other,324976.0,2.0
E12000002,North West,region,2022-06-12,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-06-12,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-06-12,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-06-12,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000002,North West,region,2022-06-12,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-06-12,VOC-22APR-03 (Omicron BA.4),324976.0,22.9
E12000002,North West,region,2022-06-12,VOC-22APR-04 (Omicron BA.5),324976.0,46.8
E12000002,North West,region,2022-06-12,VOC-22JAN-01 (Omicron BA.2),324976.0,28.4
E12000002,North West,region,2022-06-05,Other,324158.0,3.1
E12000002,North West,region,2022-06-05,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-06-05,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-06-05,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-06-05,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000002,North West,region,2022-06-05,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-06-05,VOC-22APR-03 (Omicron BA.4),324158.0,22.5
E12000002,North West,region,2022-06-05,VOC-22APR-04 (Omicron BA.5),324158.0,35.9
E12000002,North West,region,2022-06-05,VOC-22JAN-01 (Omicron BA.2),324158.0,38.6
E12000002,North West,region,2022-05-29,Other,323575.0,1.1
E12000002,North West,region,2022-05-29,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-05-29,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-05-29,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-05-29,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000002,North West,region,2022-05-29,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-05-29,VOC-22APR-03 (Omicron BA.4),323575.0,14.5
E12000002,North West,region,2022-05-29,VOC-22APR-04 (Omicron BA.5),323575.0,25.8
E12000002,North West,region,2022-05-29,VOC-22JAN-01 (Omicron BA.2),323575.0,58.7
E12000002,North West,region,2022-05-22,Other,323292.0,2.3
E12000002,North West,region,2022-05-22,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-05-22,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-05-22,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-05-22,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000002,North West,region,2022-05-22,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-05-22,VOC-22APR-03 (Omicron BA.4),323292.0,7.2
E12000002,North West,region,2022-05-22,VOC-22APR-04 (Omicron BA.5),323292.0,15.1
E12000002,North West,region,2022-05-22,VOC-22JAN-01 (Omicron BA.2),323292.0,75.4
E12000002,North West,region,2022-05-15,Other,322947.0,1.2
E12000002,North West,region,2022-05-15,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-05-15,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-05-15,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-05-15,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000002,North West,region,2022-05-15,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-05-15,VOC-22APR-03 (Omicron BA.4),322947.0,3.0
E12000002,North West,region,2022-05-15,VOC-22APR-04 (Omicron BA.5),322947.0,3.8
E12000002,North West,region,2022-05-15,VOC-22JAN-01 (Omicron BA.2),322947.0,92.0
E12000002,North West,region,2022-05-08,Other,322520.0,0.7
E12000002,North West,region,2022-05-08,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-05-08,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-05-08,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-05-08,V-22OCT-01 (Omicron BQ.1),322520.0,0.2
E12000002,North West,region,2022-05-08,VOC-21NOV-01 (Omicron BA.1),322520.0,0.4
E12000002,North West,region,2022-05-08,VOC-22APR-03 (Omicron BA.4),322520.0,3.4
E12000002,North West,region,2022-05-08,VOC-22APR-04 (Omicron BA.5),322520.0,2.0
E12000002,North West,region,2022-05-08,VOC-22JAN-01 (Omicron BA.2),322520.0,93.4
E12000002,North West,region,2022-05-01,Other,321959.0,0.8
E12000002,North West,region,2022-05-01,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-05-01,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-05-01,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-05-01,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000002,North West,region,2022-05-01,VOC-21NOV-01 (Omicron BA.1),321959.0,0.6
E12000002,North West,region,2022-05-01,VOC-22APR-03 (Omicron BA.4),321959.0,0.6
E12000002,North West,region,2022-05-01,VOC-22APR-04 (Omicron BA.5),321959.0,1.1
E12000002,North West,region,2022-05-01,VOC-22JAN-01 (Omicron BA.2),321959.0,97.0
E12000002,North West,region,2022-04-24,Other,321228.0,1.6
E12000002,North West,region,2022-04-24,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-04-24,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-04-24,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-04-24,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000002,North West,region,2022-04-24,VOC-21NOV-01 (Omicron BA.1),321228.0,1.6
E12000002,North West,region,2022-04-24,VOC-22APR-03 (Omicron BA.4),321228.0,0.2
E12000002,North West,region,2022-04-24,VOC-22APR-04 (Omicron BA.5),321228.0,0.6
E12000002,North West,region,2022-04-24,VOC-22JAN-01 (Omicron BA.2),321228.0,96.0
E12000002,North West,region,2022-04-17,Other,320280.0,0.9
E12000002,North West,region,2022-04-17,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-04-17,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-04-17,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-04-17,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000002,North West,region,2022-04-17,VOC-21NOV-01 (Omicron BA.1),320280.0,2.0
E12000002,North West,region,2022-04-17,VOC-22APR-03 (Omicron BA.4),0.0,0.0
E12000002,North West,region,2022-04-17,VOC-22APR-04 (Omicron BA.5),320280.0,0.4
E12000002,North West,region,2022-04-17,VOC-22JAN-01 (Omicron BA.2),320280.0,96.6
E12000002,North West,region,2022-04-10,Other,318911.0,0.2
E12000002,North West,region,2022-04-10,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-04-10,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-04-10,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-04-10,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000002,North West,region,2022-04-10,VOC-21NOV-01 (Omicron BA.1),318911.0,1.5
E12000002,North West,region,2022-04-10,VOC-22APR-03 (Omicron BA.4),318911.0,0.1
E12000002,North West,region,2022-04-10,VOC-22APR-04 (Omicron BA.5),318911.0,0.3
E12000002,North West,region,2022-04-10,VOC-22JAN-01 (Omicron BA.2),318911.0,97.9
E12000002,North West,region,2022-04-03,Other,317108.0,0.3
E12000002,North West,region,2022-04-03,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-04-03,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-04-03,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-04-03,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000002,North West,region,2022-04-03,VOC-21NOV-01 (Omicron BA.1),317108.0,2.2
E12000002,North West,region,2022-04-03,VOC-22APR-03 (Omicron BA.4),317108.0,0.1
E12000002,North West,region,2022-04-03,VOC-22APR-04 (Omicron BA.5),317108.0,0.5
E12000002,North West,region,2022-04-03,VOC-22JAN-01 (Omicron BA.2),317108.0,96.9
E12000002,North West,region,2022-03-27,Other,315117.0,0.3
E12000002,North West,region,2022-03-27,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-03-27,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-03-27,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-03-27,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000002,North West,region,2022-03-27,VOC-21NOV-01 (Omicron BA.1),315117.0,3.5
E12000002,North West,region,2022-03-27,VOC-22APR-03 (Omicron BA.4),315117.0,0.1
E12000002,North West,region,2022-03-27,VOC-22APR-04 (Omicron BA.5),315117.0,0.1
